Gene	O442	O443	O444	O445	O447	O448
2310003L06Rik	0.0	0.0	0.0	0.0	0.0	0.0
2310007B03Rik	0.0	0.0	0.0	0.0	0.0	0.0
2310009B15Rik	0.0	91.2424	0.0	255.21149999999997	0.0	114.949
2310011J03Rik	0.0	0.0	0.0	65.6791	0.0	0.0
2310022A10Rik	4.1033800000000005	69.9516	4.20234	2.21775	33.163000000000004	2.10312
2310022B05Rik	0.0	0.0	2.0041599999999997	0.0	0.0	0.0
2310030G06Rik	0.0	0.0	0.0	0.0	0.0	0.0
2310033P09Rik	0.0	0.0	0.0	0.0	4.47278	0.0
2310034C09Rik	0.0	0.0	0.0	0.0	0.0	0.0
2310034G01Rik	0.0	0.0	0.0	0.0	0.0	0.0
2310039H08Rik	0.0	0.0	0.0	77.0937	0.0	0.0
2310046K23Rik	0.0	0.0	0.0	0.0	0.0	0.0
2310050C09Rik	0.0	0.0	0.0	0.0	0.0	0.0
2310057J18Rik	0.29578699999999997	0.0	0.0	0.0	0.0	0.0
2310057M21Rik	0.0	0.0305457	0.10573099999999999	8.185260000000001	0.0	0.0
2310057N15Rik	0.0	0.63475	0.0	0.0	0.0	0.0
2310061I04Rik	355.789	252.33083000000002	0.0	93.422478	392.7751	119.84100000000001
2310061N02Rik	0.0	0.0	0.0	0.0	0.0	0.0
2310079G19Rik	0.0	0.0	0.0	0.0	0.0	0.0
2410002F23Rik	216.032	78.10181711999999	0.0	58.0963	4.05808	286.8029000000001
2410004B18Rik	281.5086	2.430085	0.0	81.1709	0.0	132.0315
2410004P03Rik	0.0	6.0189699999999995	0.169302	0.672551	0.0	0.0
2410015M20Rik	399.34	278.12243	0.53915	225.0867	517.6381	3.18665
2410024N13Rik	0.0	0.0	0.0	0.0	16.0974	0.0
2410131K14Rik	0.0	22.1819	4.86337	14.3868	0.035100400000000004	0.0
2410137M14Rik	0.0	0.0	0.0	0.0	0.0	0.0
2410141K09Rik	1.6882	0.384799	0.0	0.0	0.0	0.0
2510002D24Rik	6.0639400000000006	0.787121	0.0	0.6873520000000001	0.0	114.10159999999999
2510009E07Rik	0.067651	0.0	348.05199999999996	0.678855	0.0	0.0
2510039O18Rik	0.0	7.04298	0.0	0.0	0.0	0.0
2610001J05Rik	414.17409999999995	0.0	0.0	135.437628236	0.0	160.31040000000002
2610002M06Rik	0.059311199999999994	7.22703	0.04726180000000001	35.5538	0.0	15.4108
2610005L07Rik	0.0	0.113973	0.7065279999999999	30.7955	0.0	2.32859
2610008E11Rik	0.0	0.0	0.0	0.0	0.0	0.0
2610021A01Rik	0.0	0.0	0.0	0.0	0.0	0.0
2610024D14Rik	0.0	0.0	0.0	0.0	0.0	0.0
2610028H24Rik	0.0	0.0	0.0	0.0	0.0	0.12168
2610042L04Rik	4.592977	0.0	0.0	0.0	0.0	0.0
2610044O15Rik8	166.3082	80.0471	0.177672	0.0	0.0	302.75678
2610301B20Rik	0.381338	0.0835707	0.0	0.0	0.108096	0.0
2610318N02Rik	0.0	0.0	0.0	0.0	0.0	0.0
2610507B11Rik	0.229692	0.0613448	0.0	60.8238	0.052510400000000006	158.94400000000002
2610528A11Rik	0.0	0.0	0.0	0.0	0.0	0.0
2610528J11Rik	0.0	0.0	0.0	0.0	0.0	0.0
2700049A03Rik	0.0	0.0	0.0	0.0	0.0	0.0
2700062C07Rik	0.479126	112.60600000000001	0.0	0.0	0.0	0.0
2700081O15Rik	0.0	0.0	0.0	0.0	0.0	0.0
2700097O09Rik	2.26376	1.50461	5.193611000000001	0.965189	1.61485	1.38647
2700099C18Rik	0.0	0.0	0.0	0.0	0.0	0.0
2810004N23Rik	0.0	0.547322	2.23133	0.0	0.0	0.372643
2810006K23Rik	0.0	2.02513	8.518469999999999	0.0	0.0	0.0
2810021J22Rik	0.0	0.0	0.514281	0.0	0.0	0.0
2810025M15Rik	0.0	0.0	113.22052	73.4155	2.79248	0.0
2810039B14Rik	0.133338	20.83099	0.105617	0.0	0.0	1.281018
2810047C21Rik1	0.0	0.0	0.0	0.0	0.0	0.0
2810408A11Rik	0.0	0.0	0.0	0.0	0.0	0.0
2810459M11Rik	0.0	1.83361	0.0	0.0	0.0	0.0
2900011O08Rik	731.63	221.705	0.0	326.436	177.96200000000002	482.385
2900026A02Rik	1.24052	0.34142880000000003	0.0	0.0	0.2699577	0.0
2900055J20Rik	0.0	134.299	0.0	0.0	287.435	0.0
2900092C05Rik	0.0	0.0	0.0	0.0	0.0	0.0
3000002C10Rik	1.0774	0.47738100000000006	0.28514	0.0	0.0	0.0
3100002H09Rik	0.0	0.0	0.0	0.0	0.0	0.0
3110001I22Rik	0.0	0.0	0.0	0.24687699999999999	0.0	0.0
3110009E18Rik	0.0	0.984241	0.0	0.8617309999999999	3.98011	0.586913
3110009M11Rik	0.0	0.0	0.0	0.0	0.0	0.0
3110018I06Rik	0.0	0.0	0.0	0.0	0.0	0.0
3110021N24Rik	0.0	0.0	0.0	1.00912	0.0	0.0
3110040M04Rik	0.0	0.0	0.0	0.0	0.0	0.0
3110040N11Rik	0.0	0.0	0.0	0.0	1260.1115	0.0
3110053B16Rik	0.0	0.879603	0.0	0.0	0.0	25.2409
3110067C02Rik	0.0	0.0	0.0	0.0	0.0	0.0
3110070M22Rik	0.0	0.0	0.0	0.0	0.0	0.0
3110082I17Rik	0.0	0.0	0.0	14.7162	0.0	0.0
3110082J24Rik	0.0	0.0	0.0	0.0	0.0	0.0
3300002I08Rik	0.0	0.0	0.0	0.0	0.0	0.0
3425401B19Rik	0.0	0.0	0.0	0.0	0.0	0.0
3830403N18Rik	0.0	0.0	0.0	0.0	0.0	0.0
3830406C13Rik	0.0	0.0	0.0	126.92551999999998	0.0	0.0
3830417A13Rik	0.0	0.0	0.0	0.0	0.0	0.0
4430402I18Rik	0.0	161.36119000000002	0.0	0.0	0.0	0.0
4632433K11Rik	0.0	2.71068	0.0	0.0	2.44397	0.0
4833418N17Rik	0.0	0.0	0.0	0.0	0.0	0.0
4833420G17Rik	0.0	0.0	0.0	103.13990000000001	0.0	0.0
4833423E24Rik	0.0	0.0	0.0	0.0	0.0	0.0
4833427G06Rik	0.0	0.0	0.0	0.0	0.0	0.0
4833439L19Rik	0.151031	0.549083	0.0	151.14651199999997	0.0	648.9356600000001
4921501E09Rik	0.0	0.0	0.0	0.0	0.0	0.0
4921504E06Rik	0.0	0.0	0.0	0.0	0.0	0.0
4921507P07Rik	0.0	0.0	0.0	0.0	0.0	0.0
4921509C19Rik	0.0	0.0	0.0	0.0	0.0	0.0
4921511C20Rik	0.0	0.0	0.0	0.0	0.0	0.0
4921511M17Rik	0.0	0.0	0.0	0.0	0.0	0.0
4921517D22Rik	0.0	0.0	0.0	0.0	0.0	0.0
4921524J17Rik	0.0	0.0	0.0	0.0	0.0	0.0
4921524L21Rik	0.0	0.0	0.0	0.0	0.0	0.0
4921530L21Rik	0.0	0.0	0.0	0.0	0.0	0.0
4921536K21Rik	0.0	0.0	0.11445	0.0	0.0	0.0976232
4921539E11Rik	0.0	0.0	0.0	0.0	0.0	0.0
4922502D21Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930402F06Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930402H24Rik	395.86544	0.3347194	2.33756	11.799760000000001	0.0	0.034861699999999995
4930402K13Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930404H24Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930404N11Rik	0.0	0.0	0.0	0.17432999999999998	0.0	0.0
4930407I10Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930412O13Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930415H17Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930415L06Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930415O20Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930421P07Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930426L09Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930430A15Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930430F08Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930431P19Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930432E11Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930432K21Rik	0.0	0.0	0.0	0.0	5.57756	0.0
4930432M17Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930433I11Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930435E12Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930438A08Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930442H23Rik	0.0	0.24372199999999997	0.0	0.0	0.0	0.0
4930444G20Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930444P10Rik	0.0	0.25992	6.642510000000001	0.0	0.0	0.0
4930447A16Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930447C04Rik	0.0	0.304614	16.3092	0.32924499999999995	0.0	142.528
4930447F04Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930448K20Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930449A18Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930449I24Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930451G09Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930451I11Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930452B06Rik	0.0	91.0899	0.0	0.0	0.0	0.0
4930453N24Rik	0.0	0.11248499999999999	0.0	14.666920000000001	0.0	0.0
4930455H04Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930465K10Rik	0.0	0.0	0.0	0.0	2.65808	0.246192
4930467E23Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930469K13Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930470P17Rik	0.0	6.16902	0.0	0.0	0.0	0.0
4930471M09Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930474N05Rik	0.0	4.95076	0.130218	0.0	0.0	0.0
4930480E11Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930486L24Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930488N24Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930502E18Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930503B20Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930503E14Rik	0.0	28.4975	0.0	0.0	0.0	0.0
4930503E24Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930503H13Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930503L19Rik	0.0	0.0	0.0	0.456866	0.0	0.0
4930504O13Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930505A04Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930507D05Rik	0.0	0.0	0.0	19.7867	0.0	0.0
4930512M02Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930513O06Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930515G13Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930515G16Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930516K23Rik	0.0	0.5012800000000001	0.0	0.0277308	0.033445300000000004	0.0
4930518I15Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930519F09Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930519F16Rik	0.0	0.0	0.0	0.0	0.0	14.6633
4930519G04Rik	1.67841	0.0	3.3939199999999996	0.0	0.199466	0.0
4930519P11Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930522H14Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930522L14Rik	0.0	0.0	0.0	0.0	0.0	0.264885
4930523C07Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930524B15Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930524J08Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930524N10Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930526A20Rik	0.0	2.06408	0.284534	0.131798	0.0	0.0
4930529C04Rik	1.04245	0.13878	0.327498	0.0471047	0.237288	0.209274
4930535I16Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930539E08Rik	0.0	0.068027	15.3627	0.0	0.0	0.0
4930544D05Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930544G11Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930546C10Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930548H24Rik	0.136211	0.0	0.0	0.0	1.2292299999999998	0.0
4930550C14Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930550L24Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930553J12Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930555G01Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930555K19Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930556J24Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930558C23Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930558K02Rik	0.0	0.0	0.0	0.920428	0.0	0.0
4930562C15Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930563M21Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930564D02Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930568D16Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930572O03Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930578C19Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930578G10Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930578I06Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930579F01Rik	0.0	0.0	0.0	0.0	0.0	0.0
