	CellType	Reads (M)	Aligned reads (M)	Alignment rate (%)	Gene count (K)	Isoform count (K)
GSM2975851	EryB	0.176138	0.098203	55.75344332284913	3.188	4.43
GSM2975852	EryB	0.227161	0.121586	53.524152473355905	4.958	7.072
GSM2975854	EryB	0.112569	0.070928	63.00846591868099	2.635	3.309
GSM2975855	EryB	0.117003	0.072498	61.962513781697915	2.229	2.876
GSM2975856	EryB	0.138212	0.088391	63.95320232686018	2.448	3.153
GSM2975857	EryB	0.131129	0.072933	55.619275675098564	3.199	4.209
GSM2975858	EryB	0.117954	0.063432	53.776896078132154	2.72	3.439
GSM2975859	EryB	0.152538	0.090405	59.267198993037795	4.051	5.45
GSM2975860	EryB	0.154382	0.087848	56.90300682722079	2.555	3.422
GSM2975861	EryB	0.106555	0.053794	50.48472619773826	3.341	4.356
GSM2975862	EryB	0.120203	0.066747	55.52856417893064	3.399	4.575
GSM2975863	EryB	0.211205	0.112553	53.29087853033783	4.75	6.562
GSM2975864	EryB	0.189482	0.095777	50.54675378136182	4.009	5.41
GSM2975865	EryB	0.13945	0.083332	59.75761921835784	3.252	4.422
GSM2975866	EryB	0.097953	0.055698	56.86196441150347	2.775	3.676
GSM2975867	EryB	0.229591	0.103001	44.86282127783755	3.929	5.34
GSM2975868	EryB	0.216982	0.096875	44.6465605441926	3.591	4.968
GSM2975869	EryB	0.115489	0.053922	46.69016096771121	3.308	4.278
GSM2975870	EryB	0.077661	0.03733	48.06788478129306	2.292	2.85
GSM2975871	EryB	0.104107	0.052386	50.319382942549495	2.623	3.37
GSM2975872	B_Lymph	0.050545	0.01463	28.94450489662677	1.564	1.934
GSM2975873	B_Lymph	0.079612	0.027739	34.84273727578756	2.423	3.055
GSM2975874	EryB	0.325407	0.095289	29.283020955295985	4.073	5.664
GSM2975875	EryB	0.051378	0.02301	44.78570594417844	1.531	1.896
GSM2975876	EryB	0.081668	0.04018	49.1991967478082	1.938	2.454
GSM2975877	EryB	0.145053	0.085358	58.84607695118337	3.533	4.597
GSM2975878	EryB	0.160075	0.080532	50.308917694830555	2.973	3.964
GSM2975879	EryB	0.086054	0.049705	57.760243567992184	2.273	2.972
GSM2975880	EryB	0.089685	0.044046	49.11189162067235	2.783	3.697
GSM2975881	EryB	0.121538	0.06941	57.10971054320459	3.117	4.149
GSM2975882	EryB	0.079337	0.049075	61.85638478893832	1.649	2.089
GSM2975883	EryB	0.141741	0.076096	53.686653826345236	3.224	4.306
GSM2975884	EryB	0.096939	0.060353	62.2587400323915	2.313	3.037
GSM2975885	EryB	0.140617	0.078539	55.853132978231656	4.008	5.452
GSM2975886	EryB	0.091475	0.052405	57.288876742279314	2.723	3.464
GSM2975887	EryB	0.083833	0.05303	63.25671275034891	1.986	2.543
GSM2975888	EryB	0.076411	0.045517	59.56864849301802	2.258	2.892
GSM2975889	EryB	0.104453	0.065249	62.46732980383521	3.136	4.155
GSM2975890	EryB	0.066172	0.040935	61.861512422172524	1.79	2.267
GSM2975891	EryB	0.114303	0.073435	64.24590780644427	2.336	2.984
GSM2975892	EryB	0.123322	0.078664	63.78748317412951	2.221	2.91
GSM2975893	EryB	0.206002	0.106753	51.8213415403734	5.063	6.906
GSM2975894	EryB	0.183569	0.103341	56.295452935953236	4.212	5.733
GSM2975895	EryB	0.147821	0.095775	64.79120016777048	3.679	4.939
GSM2975896	EryB	0.109326	0.054045	49.434718182317106	3.165	4.101
GSM2975897	EryB	0.072765	0.040085	55.088297945440814	1.64	2.072
GSM2975898	EryB	0.620236	0.137733	22.206547185264963	3.843	5.449
GSM2975899	EryB	0.238549	0.086496	36.25921718389094	3.253	4.447
GSM2975900	EryB	0.107045	0.064546	60.298005511700694	2.464	3.21
GSM2975901	EryB	0.095938	0.058687	61.17179845316768	2.242	2.85
GSM2975902	EryB	0.118565	0.068347	57.64517353350483	2.667	3.47
GSM2975903	EryB	0.100418	0.061733	61.47603019378997	2.527	3.258
GSM2975904	EryB	0.224339	0.116629	51.98783983168329	4.794	6.665
GSM2975905	EryB	0.137442	0.07625	55.477947061305855	2.864	3.762
GSM2975906	EryB	0.11264	0.062941	55.878018465909086	2.129	2.713
GSM2975907	EryB	0.10159	0.065495	64.46992814253372	2.15	2.752
GSM2975908	EryB	0.117022	0.066831	57.10977423048658	2.46	3.253
GSM2975909	EryB	0.137414	0.071847	52.2850655682827	2.502	3.238
GSM2975910	EryB	0.144209	0.08487	58.852082741021704	3.469	4.764
GSM2975911	EryB	0.173884	0.08086	46.50226587840169	2.942	4.002
GSM2975912	EryB	0.102168	0.058687	57.441664709106576	2.53	3.349
GSM2975913	EryB	0.391938	0.189604	48.376018656011915	6.374	9.178
GSM2975914	EryB	0.133771	0.067739	50.63803066434428	3.339	4.402
GSM2975915	EryB	0.131537	0.071963	54.70932133164054	3.58	4.769
GSM2975916	EryB	0.294068	0.14212	48.32895792809826	5.208	7.289
GSM2975917	EryB	0.207821	0.100584	48.39934366594329	3.48	4.685
GSM2975918	EryB	0.108264	0.051026	47.131086972585535	3.11	4.151
GSM2975919	EryB	0.25899	0.095025	36.69060581489633	3.662	5.221
GSM2975920	EryB	0.16876	0.093539	55.42723394169234	3.564	4.732
GSM2975921	EryB	0.109761	0.067297	61.31230582811745	2.565	3.388
GSM2975922	EryB	0.154826	0.066493	42.94692105977032	2.968	3.884
GSM2975923	EryB	0.072727	0.044281	60.88660332476247	1.68	2.127
GSM2975924	EryB	0.070118	0.041129	58.656835619954926	1.684	2.139
GSM2975925	EryB	0.085441	0.040155	46.99734319588956	2.302	2.976
GSM2975926	EryB	0.168304	0.070946	42.15348417149919	3.897	5.347
GSM2975927	EryB	0.109913	0.059053	53.72703865784757	3.138	4.015
GSM2975928	EryB	0.267744	0.118418	44.22806860284451	4.773	6.75
GSM2975929	EryB	0.096539	0.053933	55.86654098343675	2.196	2.801
GSM2975930	EryB	0.129258	0.068066	52.65902303919293	2.675	3.577
GSM2975931	EryB	0.127307	0.071626	56.26242076240897	3.206	4.198
GSM2975932	EryB	0.116919	0.064292	54.98849630941079	2.253	3.008
GSM2975933	EryB	0.08925	0.050307	56.36638655462185	2.002	2.485
GSM2975934	EryB	0.115444	0.056849	49.24378919649353	2.5	3.34
GSM2975935	EryB	0.119714	0.072241	60.34465476051255	1.448	1.81
GSM2975936	EryB	0.218637	0.085274	39.00254760173255	4.702	6.534
GSM2975937	EryB	0.165853	0.092202	55.592603088276974	4.097	5.633
GSM2975938	EryB	0.137099	0.070244	51.23596816898738	3.661	4.975
GSM2975939	EryB	0.119354	0.067489	56.54523518273371	3.297	4.438
GSM2975940	EryB	0.162147	0.071039	43.81147970668591	3.468	4.746
GSM2975941	EryB	0.085638	0.058541	68.35867255190453	1.646	2.066
GSM2975942	EryB	0.213984	0.096163	44.93934125915956	5.104	7.134
GSM2975943	EryB	0.142843	0.06037	42.26318405522147	2.758	3.785
GSM2975944	EryB	0.107386	0.046602	43.39671838042203	2.663	3.63
GSM2975945	EryB	0.076433	0.041645	54.48562793557756	2.377	3.029
GSM2975946	EryB	0.695427	0.159125	22.881625246071835	4.456	6.509
GSM2975947	Grans	0.114896	0.027908	24.289792508007242	2.441	3.131
GSM2975948	Grans	0.05428	0.018318	33.74723655121592	1.849	2.301
GSM2975952	Grans	0.097456	0.031612	32.437202429814484	2.339	3.009
GSM2975953	Grans	0.191645	0.049825	25.998591145085964	3.085	4.083
GSM2975954	Grans	0.051778	0.015697	30.315964309166056	1.792	2.236
GSM2975955	Grans	0.087801	0.029579	33.68868236124874	2.388	3.038
GSM2975956	Grans	0.059624	0.020372	34.167449349255335	2.095	2.597
GSM2975957	Grans	0.072674	0.023132	31.829815339736356	2.055	2.547
GSM2975959	Grans	0.107591	0.046576	43.28986625275348	3.526	4.58
GSM2975960	Grans	0.166779	0.048796	29.25788018875278	3.044	4.01
GSM2975961	Grans	0.19514	0.037018	18.969970277749308	2.995	3.837
GSM2975962	Grans	0.142656	0.056277	39.44944481830417	2.93	3.683
GSM2975963	Grans	0.072763	0.029281	40.241606310899776	2.229	2.804
GSM2975964	Grans	0.108692	0.032825	30.20001472049461	2.579	3.264
GSM2975965	Grans	0.104841	0.036462	34.77837868772713	2.591	3.365
GSM2975966	Grans	0.134741	0.057715	42.83402973111377	3.914	5.305
GSM2975967	Grans	0.099805	0.03339	33.45523771354141	2.471	3.134
GSM2975968	Grans	0.126539	0.0483	38.17005034021131	2.999	3.836
GSM2975969	Grans	0.046609	0.017365	37.256752987620416	1.788	2.194
GSM2975970	Grans	0.069319	0.022715	32.76879354866631	2.357	2.974
GSM2975971	Grans	0.058377	0.02223	38.0800657793309	1.958	2.444
GSM2975972	Grans	0.09369	0.040048	42.74522360977693	2.774	3.403
GSM2975973	Grans	0.111435	0.035896	32.212500560865074	2.729	3.51
GSM2975974	Grans	0.08081	0.036807	45.5475807449573	2.635	3.323
GSM2975975	Grans	0.104961	0.035743	34.05360086127228	3.187	4.09
GSM2975978	Grans	0.11144	0.03976	35.678391959798994	3.397	4.377
GSM2975979	Grans	0.133863	0.039479	29.4920926619006	2.719	3.598
GSM2975980	Grans	0.098992	0.029004	29.29933732018749	2.426	2.99
GSM2975981	Grans	0.067982	0.017972	26.43640963784531	1.897	2.425
GSM2975982	Grans	0.063177	0.023576	37.317378159773334	2.062	2.528
GSM2975983	Grans	0.121027	0.047538	39.27883860626141	3.002	3.859
GSM2975984	Grans	0.061374	0.024152	39.35216867077264	1.964	2.462
GSM2975985	Grans	0.093917	0.028714	30.573804529531394	2.38	3.066
GSM2975986	Grans	0.056691	0.023721	41.84262052177594	1.804	2.274
GSM2975987	Grans	0.050358	0.014554	28.90106835060963	1.902	2.416
GSM2975988	Grans	0.043932	0.01687	38.40025493945188	1.802	2.193
GSM2975989	Grans	0.060444	0.017339	28.68605651512144	1.923	2.37
GSM2975990	Grans	0.06548	0.026569	40.57574832009774	2.12	2.688
GSM2975991	Grans	0.10688	0.030018	28.08570359281437	2.458	3.141
GSM2975992	Grans	0.052922	0.018889	35.69215071236915	1.859	2.312
GSM2975994	Grans	0.09952	0.027652	27.785369774919616	2.48	3.184
GSM2975995	Grans	0.11654	0.031154	26.732452376866313	2.36	3.048
GSM2975996	Grans	0.133555	0.049409	36.99524540451499	3.688	4.809
GSM2975997	Grans	0.0482	0.017435	36.17219917012448	1.894	2.393
GSM2975998	Grans	0.154695	0.05953	38.48217460163548	3.486	4.616
GSM2975999	Grans	0.07439	0.036658	49.27812878075011	2.499	3.104
GSM2976000	Grans	0.042296	0.015661	37.02714204652923	1.701	2.065
GSM2976001	Grans	0.115312	0.036315	31.49281948106008	2.85	3.593
GSM2976002	Grans	0.055672	0.023728	42.62106624515016	1.959	2.386
GSM2976003	Grans	0.066127	0.025348	38.33229996824292	2.183	2.741
GSM2976004	Grans	0.063831	0.027232	42.662656076201216	2.029	2.56
GSM2976005	Grans	0.113386	0.052586	46.377859700492124	3.075	3.876
GSM2976006	Grans	0.056447	0.020449	36.22690311265435	1.964	2.428
GSM2976007	Grans	0.595099	0.224844	37.782621042885296	7.688	11.362
GSM2976008	Grans	0.066692	0.027318	40.961434654831166	2.307	2.978
GSM2976009	Grans	0.075716	0.02401	31.710602778805008	2.261	2.861
GSM2976010	Grans	0.060301	0.028997	48.08709639972803	2.273	2.759
GSM2976011	Grans	0.123682	0.038149	30.84442360246439	3.282	4.216
GSM2976012	Grans	0.180083	0.062403	34.65235474753308	3.695	4.85
GSM2976013	Grans	0.095904	0.03882	40.47797797797797	2.721	3.412
GSM2976014	Grans	0.06593	0.028034	42.52085545275292	2.276	2.792
GSM2976015	Grans	0.107444	0.040131	37.350619857786384	2.749	3.563
GSM2976016	Grans	0.076321	0.026935	35.29172835785695	2.199	2.783
GSM2976017	Grans	0.100643	0.038804	38.556084377452976	2.682	3.493
GSM2976018	Grans	0.15356	0.048468	31.562907007033083	2.944	3.863
GSM2976019	Grans	0.116216	0.043418	37.35974392510498	3.1	3.976
GSM2976020	Grans	0.261509	0.05118	19.57102814817081	3.251	4.345
GSM2976021	Grans	0.079674	0.039805	49.95983633305721	2.581	3.263
GSM2976022	Grans	0.08259	0.029105	35.24034386729628	2.335	2.996
GSM2976023	Grans	0.054176	0.019704	36.37034849379799	2.065	2.585
GSM2976024	Grans	0.112391	0.037875	33.69931756101467	2.715	3.496
GSM2976025	Grans	0.240973	0.079207	32.869657596494214	4.68	6.418
GSM2976026	Grans	0.065591	0.020672	31.516519034623652	1.936	2.448
GSM2976027	Grans	0.159445	0.048541	30.443726676910533	3.681	4.798
GSM2976028	Grans	0.149472	0.03266	21.850246199957184	2.678	3.335
GSM2976029	Grans	0.157299	0.072019	45.784779305653565	4.391	6.024
GSM2976030	Grans	0.109547	0.03304	30.160570348800057	2.529	3.307
GSM2976031	Grans	0.122759	0.06034	49.15321890859326	4.158	5.43
GSM2976032	Grans	0.083697	0.030389	36.308350359033184	2.348	3.021
GSM2976033	Grans	0.067827	0.030454	44.89952378846182	2.346	3.024
GSM2976034	Grans	0.069495	0.025443	36.61126699762573	2.131	2.674
GSM2976035	Grans	0.058103	0.028709	49.41052957678605	2.003	2.481
GSM2976036	Grans	0.089133	0.027959	31.367731367731366	2.464	3.127
GSM2976037	Grans	0.100257	0.050607	50.47727340734313	3.667	4.796
GSM2976038	Grans	0.066077	0.022559	34.14047247907744	1.898	2.305
GSM2976039	Grans	0.1058	0.04328	40.907372400756145	3.047	3.893
GSM2976040	Grans	0.161143	0.054893	34.06477476527059	4.008	5.445
GSM2976041	Grans	0.040589	0.016607	40.91502623863608	1.623	1.982
GSM2976042	Grans	0.199812	0.054919	27.485336216043084	3.325	4.335
GSM2976043	LSK	0.74088	0.226559	30.579716013389486	8.044	12.44
GSM2976044	LSK	0.199875	0.070435	35.239524702939335	4.925	6.745
GSM2976045	LSK	0.143773	0.06036	41.982847961717425	4.566	6.089
GSM2976046	LSK	0.12761	0.050687	39.72024136039495	4.37	5.874
GSM2976047	LSK	0.441403	0.017666	4.002238317365311	1.66	2.003
GSM2976048	LSK	1.786139	0.133731	7.487155254994152	6.325	9.1
GSM2976049	LSK	0.135349	0.051178	37.81187892042055	4.167	5.6
GSM2976050	LSK	0.149377	0.057787	38.685339777877445	4.532	6.11
GSM2976051	LSK	0.175047	0.063076	36.03375093546305	5.089	7.016
GSM2976052	LSK	0.221313	0.07028	31.755929385079046	5.008	6.889
GSM2976053	LSK	0.137122	0.053715	39.1731450824813	4.598	6.076
GSM2976054	LSK	0.135838	0.052398	38.57388948600539	4.369	5.941
GSM2976055	LSK	0.248517	0.076841	30.919816350591717	5.083	7.145
GSM2976056	LSK	0.132603	0.048975	36.93355353951268	4.069	5.478
GSM2976057	LSK	0.18711	0.080733	43.147346480679815	4.932	6.754
GSM2976058	LSK	0.19191	0.067289	35.062789849408574	4.659	6.401
GSM2976059	LSK	0.416557	0.105578	25.345390906886696	5.858	8.563
GSM2976060	LSK	0.221869	0.079461	35.81437695216547	5.368	7.485
GSM2976061	LSK	0.150042	0.060973	40.63728822596339	4.441	5.949
GSM2976062	LSK	0.668441	0.13029	19.491623045265026	6.188	9.213
GSM2976063	LSK	0.190241	0.075259	39.559821489584266	5.266	7.339
GSM2976064	LSK	0.216991	0.071182	32.8041255167265	4.862	6.761
GSM2976065	LSK	0.169914	0.053051	31.222265381310542	4.389	5.991
GSM2976066	LSK	0.281685	0.077717	27.590038518202952	5.375	7.577
GSM2976067	LSK	0.286621	0.051514	17.972863118892192	4.274	5.737
GSM2976068	LSK	0.136321	0.054214	39.76936788902663	4.264	5.713
GSM2976069	LSK	0.155489	0.072576	46.675970647441304	5.003	6.795
GSM2976070	LSK	0.210939	0.099908	47.36345578579589	5.468	7.465
GSM2976071	LSK	0.269145	0.126932	47.16119563803897	6.472	9.061
GSM2976072	LSK	0.171853	0.060994	35.49196115284575	4.551	6.219
GSM2976073	LSK	0.15516	0.059122	38.10389275586491	4.615	6.284
GSM2976074	LSK	0.178393	0.053994	30.26688266916303	4.599	6.369
GSM2976075	LSK	0.178086	0.086236	48.42379524499399	5.492	7.405
GSM2976076	LSK	0.240963	0.105589	43.819590559546484	5.936	8.283
GSM2976077	LSK	0.117497	0.048446	41.23169102189843	3.999	5.312
GSM2976078	LSK	0.245075	0.109024	44.48597368152606	6.113	8.659
GSM2976079	LSK	0.164827	0.072172	43.78651555873734	5.065	6.989
GSM2976080	LSK	0.179737	0.084352	46.93079332580381	4.622	6.278
GSM2976081	LSK	0.265159	0.100663	37.96325977998107	5.719	8.137
GSM2976082	LSK	0.181124	0.070379	38.85680528256884	4.926	6.815
GSM2976083	LSK	0.517882	0.135346	26.134524853151873	7.011	10.673
GSM2976084	LSK	0.146537	0.056774	38.74379849457816	4.307	5.77
GSM2976085	LSK	0.330434	0.116935	35.38830749862302	6.134	8.891
GSM2976086	LSK	0.231493	0.08628	37.2711053897958	5.582	7.807
GSM2976087	LSK	0.132544	0.051494	38.850494929985516	4.354	5.821
GSM2976088	LSK	0.141239	0.048694	34.47631319961201	4.407	5.993
GSM2976089	LSK	0.235303	0.08106	34.44919954271726	5.089	7.051
GSM2976090	LSK	0.348902	0.105324	30.18727321712114	5.896	8.527
GSM2976091	LSK	0.480673	0.120588	25.08732547906789	6.227	9.206
GSM2976092	LSK	0.207388	0.077558	37.39753505506587	5.278	7.471
GSM2976093	LSK	0.094683	0.039475	41.691750367014144	3.52	4.659
GSM2976094	LSK	0.397798	0.106634	26.806067401042743	6.209	9.168
GSM2976095	LSK	0.167412	0.064429	38.48529376627721	4.933	6.574
GSM2976096	LSK	0.251688	0.094678	37.617208607482276	5.76	8.148
GSM2976097	LSK	0.143961	0.054237	37.674786921457894	4.369	5.83
GSM2976098	LSK	0.192404	0.070323	36.5496559323091	5.378	7.555
GSM2976099	LSK	0.330464	0.126512	38.283141280139446	6.58	9.424
GSM2976100	LSK	0.218291	0.080042	36.667567604711145	5.247	7.304
GSM2976101	LSK	0.135408	0.053327	39.38245893891055	4.399	5.903
GSM2976102	LSK	0.169366	0.060191	35.539010190947415	4.74	6.493
GSM2976103	LSK	0.204406	0.077698	38.011604356036514	5.256	7.322
GSM2976104	LSK	0.967501	0.161236	16.66520241322748	6.807	10.311
GSM2976105	LSK	0.400879	0.144329	36.00313311497983	6.429	9.298
GSM2976106	LSK	0.259754	0.070678	27.20959061265659	4.59	6.179
GSM2976107	LSK	0.160665	0.064098	39.89543459994398	4.712	6.32
GSM2976108	LSK	0.413613	0.16863	40.76999514038485	7.207	10.72
GSM2976109	LSK	0.167847	0.059294	35.32621971199962	4.667	6.311
GSM2976110	LSK	0.177262	0.063704	35.937764439078876	4.559	6.258
GSM2976111	LSK	0.237353	0.074197	31.260190517920567	5.069	7.0
GSM2976112	LSK	0.221554	0.077869	35.14673623586123	5.447	7.544
GSM2976113	LSK	0.28761	0.105103	36.54358332464101	5.896	8.455
GSM2976114	LSK	0.160567	0.052594	32.75517385265964	4.106	5.544
GSM2976115	LSK	0.148433	0.054964	37.029501525940994	4.295	5.741
GSM2976116	LSK	0.165278	0.066973	40.521424509009066	4.956	6.729
GSM2976117	LSK	0.183512	0.063789	34.76012467849514	4.537	6.29
GSM2976118	LSK	0.098536	0.035194	35.71689534789316	3.587	4.703
GSM2976119	LSK	0.180987	0.081843	45.22037494405675	5.194	6.982
GSM2976120	LSK	0.142085	0.056872	40.02674455431608	4.352	5.869
GSM2976121	LSK	0.249116	0.089121	35.77490004656465	5.631	7.684
GSM2976122	LSK	0.310003	0.106272	34.28095857136867	6.098	8.799
GSM2976123	LSK	0.23687	0.091982	38.8322708658758	5.541	7.771
GSM2976124	LSK	0.382019	0.159253	41.68719356890626	6.805	10.041
GSM2976125	LSK	0.203627	0.076783	37.70767137953219	5.422	7.513
GSM2976126	LSK	0.313733	0.107241	34.18225051237837	6.011	8.509
GSM2976127	LSK	0.233395	0.09812	42.040317915979344	5.628	7.946
GSM2976128	LSK	0.232642	0.086597	37.223287282605895	5.532	7.707
GSM2976129	LSK	0.228333	0.071533	31.328366902725403	5.02	7.095
GSM2976130	LSK	0.139072	0.050272	36.14818223653934	4.095	5.501
GSM2976131	LSK	0.120409	0.045489	37.778737469790464	3.967	5.304
GSM2976132	LSK	0.151733	0.056601	37.30302570963468	4.217	5.72
GSM2976133	LSK	0.138563	0.049766	35.91579281626408	4.311	5.749
GSM2976134	LSK	0.170713	0.056982	33.378828794526484	4.605	6.28
GSM2976135	LSK	0.316056	0.129162	40.866808413698834	6.834	9.882
GSM2976136	LSK	0.111417	0.04375	39.26689822917508	3.76	4.989
GSM2976137	LSK	0.731741	0.178013	24.327323465543138	7.449	11.583
GSM2976138	T_Lymph	0.235247	0.062878	26.728502382602116	4.387	6.121
GSM2976139	T_Lymph	0.075951	0.025375	33.40969835815197	2.825	3.723
GSM2976140	T_Lymph	0.167362	0.053905	32.20862561393864	3.831	5.202
GSM2976141	T_Lymph	0.270233	0.108485	40.14498599356851	5.201	7.309
GSM2976142	T_Lymph	0.091329	0.033333	36.49771704496929	3.11	4.058
GSM2976143	T_Lymph	0.129612	0.0407	31.401413449371972	3.661	4.867
GSM2976144	T_Lymph	0.119379	0.041767	34.986890491627506	3.497	4.714
GSM2976145	T_Lymph	0.121548	0.047566	39.13351104090565	3.854	5.209
GSM2976146	T_Lymph	0.085216	0.028378	33.30125797972212	2.972	3.86
GSM2976147	T_Lymph	0.097138	0.04	41.17852951471103	3.518	4.686
GSM2976148	T_Lymph	0.116092	0.034016	29.30089928677256	3.262	4.33
GSM2976149	T_Lymph	0.083421	0.02631	31.538821160139534	2.828	3.627
GSM2976150	T_Lymph	0.062494	0.022824	36.52190610298589	2.534	3.217
GSM2976151	T_Lymph	0.067431	0.02767	41.034539010247514	2.711	3.509
GSM2976152	T_Lymph	0.114797	0.03999	34.83540510640522	3.594	4.809
GSM2976153	T_Lymph	0.113899	0.046241	40.59824932615738	3.72	4.937
GSM2976154	T_Lymph	0.112968	0.039487	34.95414630691877	3.339	4.443
GSM2976155	T_Lymph	0.147139	0.050292	34.17992510483285	3.803	5.142
GSM2976156	T_Lymph	0.063889	0.0235	36.78254472600917	2.507	3.178
GSM2976157	T_Lymph	0.08838	0.035702	40.39601719846119	3.257	4.273
GSM2976158	T_Lymph	0.283744	0.066516	23.442257809856777	4.488	6.393
GSM2976159	T_Lymph	0.131533	0.045877	34.878699641914956	3.794	5.119
GSM2976160	T_Lymph	0.102449	0.03441	33.58744350847739	3.11	4.063
GSM2976161	T_Lymph	0.181937	0.04825	26.520169069513077	4.002	5.583
GSM2976162	T_Lymph	0.969769	0.077242	7.964989600616231	4.83	6.601
GSM2976163	T_Lymph	0.175009	0.04559	26.050088852573296	3.74	5.108
GSM2976164	T_Lymph	0.091067	0.034398	37.77218970647984	3.04	3.916
GSM2976165	T_Lymph	0.08121	0.024233	29.83992119197143	2.398	3.057
GSM2976166	T_Lymph	0.074719	0.027631	36.979884634430334	2.646	3.431
GSM2976167	T_Lymph	0.186318	0.048569	26.067798065672665	3.733	4.976
GSM2976168	T_Lymph	0.13137	0.045438	34.58780543503083	3.73	4.972
GSM2976169	T_Lymph	0.100779	0.031853	31.60678315918991	3.134	4.124
GSM2976170	T_Lymph	0.085211	0.034042	39.95024116604664	3.016	3.977
GSM2976171	T_Lymph	0.133356	0.050802	38.095023845946194	3.733	4.933
GSM2976172	T_Lymph	0.127079	0.041315	32.51127251552184	3.404	4.489
GSM2976173	T_Lymph	0.172313	0.048072	27.8980692112609	3.901	5.28
GSM2976174	T_Lymph	0.147655	0.048981	33.17259828654634	3.756	5.119
GSM2976175	T_Lymph	0.096348	0.028063	29.126707352513804	2.921	3.837
GSM2976176	T_Lymph	0.176838	0.054218	30.659699838270054	4.253	5.816
GSM2976177	T_Lymph	0.272542	0.06705	24.60171276353736	4.53	6.453
GSM2976178	T_Lymph	0.207502	0.046329	22.327013715530455	3.903	5.36
GSM2976180	T_Lymph	0.151539	0.041613	27.46025775542929	3.546	4.781
