	CellType	Reads (M)	Aligned reads (M)	Alignment rate (%)	Gene count (K)	Isoform count (K)
GSM2656926	Cck.Cxcl14.Calb1.Tac2	0.403793	0.209262	51.82407817867075	5.644	7.745
GSM2656928	Cck.Cxcl14.Calb1.Igfbp5	0.419704	0.217173	51.74432457160284	5.582	7.643
GSM2656931	Cacna2d1.Lhx6.Reln	0.132175	0.076126	57.59485530546624	2.84	3.798
GSM2656934	Cck.Cxcl14.Vip	0.200348	0.092688	46.26350150737717	3.77	4.981
GSM2656942	Pvalb.Tac1.Syt2	0.111454	0.05489	49.24901753189657	2.761	3.567
GSM2656944	Pvalb.Tac1.Sst	0.347757	0.210654	60.57505672064114	4.826	6.614
GSM2656957	Calb2.Vip.Gpd1	0.150792	0.070384	46.676216244893624	3.252	4.258
GSM2656965	Cacna2d1.Lhx6.Reln	0.200049	0.108556	54.26470514723892	3.628	4.792
GSM2656973	Sst.Pnoc.Calb1.Igfbp5	0.106461	0.054699	51.37937836390791	2.496	3.166
GSM2656979	Cacna2d1.Ndnf.Rgs10	0.101107	0.044463	43.976183647027405	2.59	3.3
GSM2656983	Pvalb.C1ql1.Npy	0.200226	0.099721	49.80422123001009	3.661	4.871
GSM2656984	Cacna2d1.Lhx6.Reln	0.175814	0.100038	56.89990558203556	3.549	4.722
GSM2656996	Cacna2d1.Ndnf.Cxcl14	0.075023	0.034934	46.564386921344116	1.952	2.52
GSM2656998	Sst.Pnoc.Calb1.Igfbp5	0.18498	0.091195	49.29992431614229	3.578	4.716
GSM2657003	Ntng1.Chrm2	0.227901	0.113872	49.96555521915218	4.259	5.648
GSM2657007	Cacna2d1.Lhx6.Vwa5a	0.095989	0.050759	52.88001750200544	2.405	3.126
GSM2657016	Cacna2d1.Lhx6.Reln	0.143866	0.056014	38.93484214477361	2.969	3.793
GSM2657025	Ntng1.Synpr	0.127452	0.064621	50.702225151429545	2.704	3.452
GSM2657027	Calb2.Cntnap5a.Rspo3	0.111644	0.059612	53.39471892802121	2.459	3.219
GSM2657031	Sst.Npy.Serpine2	0.16692	0.091503	54.81847591660676	3.502	4.614
GSM2657039	Ntng1.Rgs10	0.265378	0.140185	52.82465012171318	4.548	6.044
GSM2657040	Cck.Sema5a	0.262571	0.143167	54.52506179281033	4.543	6.146
GSM2657042	Ntng1.Synpr	0.336026	0.184956	55.0421693559427	5.197	7.079
GSM2657045	Sst.Pnoc.Pvalb	0.241315	0.13336	55.26386673020741	4.403	5.913
GSM2657048	Cacna2d1.Ndnf.Npy	0.143048	0.074631	52.17199821039091	3.128	4.097
GSM2657051	Cacna2d1.Ndnf.Npy	0.112852	0.058852	52.14971821500727	2.6	3.397
GSM2657058	Cacna2d1.Ndnf.Npy	0.21183	0.128339	60.5858471415758	3.673	4.913
GSM2657064	Sst.Npy.Serpine2	0.328145	0.171956	52.40244404150604	5.132	6.949
GSM2657072	Cck.Calca	0.245271	0.119322	48.64904534168328	4.25	5.618
GSM2657075	Pvalb.Tac1.Sst	0.274702	0.146781	53.43281082773332	4.708	6.339
GSM2657077	Cacna2d1.Lhx6.Reln	0.13759	0.068975	50.130823461007346	2.889	3.801
GSM2657086	Cacna2d1.Lhx6.Reln	0.234025	0.120056	51.30050208311078	4.194	5.592
GSM2657105	Cck.Sema5a	0.146054	0.075746	51.86164021526285	3.181	4.261
GSM2657113	Sst.Cryab	0.203423	0.103759	51.006523352816544	3.716	5.025
GSM2657118	Pvalb.Tac1.Syt2	0.196037	0.11334	57.815616439753725	3.701	4.958
GSM2657126	Cck.Sema5a	0.173816	0.093604	53.852349611082985	3.565	4.705
GSM2657129	Pvalb.Tac1.Syt2	0.104032	0.052226	50.20186096585666	2.581	3.38
GSM2657132	Calb2.Vip.Igfbp4	0.156923	0.077685	49.50517132606437	3.109	4.131
GSM2657134	Sst.Npy.Serpine2	0.260738	0.13616	52.221003459411364	4.533	6.029
GSM2657137	Cck.Lmo1.Npy	0.359232	0.187764	52.268172100481024	5.444	7.353
GSM2657144	Cacna2d1.Ndnf.Npy	0.054984	0.025112	45.671468063436635	1.571	1.97
GSM2657153	Sst.Erbb4.Th	0.183996	0.080963	44.00258701276115	3.503	4.656
GSM2657158	Sst.Erbb4.Crh	0.173512	0.087004	50.142929595647566	3.424	4.455
GSM2657161	Cacna2d1.Lhx6.Reln	0.278626	0.143648	51.555849059312486	4.487	6.029
GSM2657167	Cacna2d1.Ndnf.Rgs10	0.207517	0.125119	60.293373554937666	3.602	4.798
GSM2657173	Sst.Npy.Serpine2	0.470967	0.254471	54.031598816902246	6.381	8.89
GSM2657176	Calb2.Vip.Igfbp4	0.071734	0.03441	47.96888504753674	1.873	2.369
GSM2657182	Pvalb.Tac1.Sst	0.322769	0.175946	54.51143077557015	4.797	6.45
GSM2657185	Pvalb.Tac1.Syt2	0.256511	0.129735	50.57677838377301	4.516	6.07
GSM2657191	Pvalb.Tac1.Akr1c18	0.257391	0.128304	49.84789677960768	4.375	5.817
GSM2657196	Cacna2d1.Lhx6.Reln	0.282887	0.154609	54.65397844368953	4.437	6.024
GSM2657197	Cacna2d1.Lhx6.Reln	0.058062	0.025907	44.61954462471151	1.52	1.877
GSM2657198	Pvalb.C1ql1.Pvalb	0.306134	0.154767	50.5553123795462	4.988	6.718
GSM2657199	Cacna2d1.Lhx6.Vwa5a	0.254949	0.13801	54.13239510647227	4.279	5.703
GSM2657200	Pvalb.Tac1.Sst	0.087831	0.043488	49.51326980223383	2.201	2.838
GSM2657214	Cck.Lypd1	0.135301	0.075719	55.96337055897591	2.961	3.852
GSM2657235	Pvalb.Tac1.Nr4a2	0.246113	0.122501	49.77429067135828	4.327	5.773
GSM2657237	Cacna2d1.Lhx6.Vwa5a	0.288008	0.146692	50.93330740812755	4.498	6.104
GSM2657240	Cck.Sema5a	0.145004	0.071125	49.0503710242476	3.036	3.904
GSM2657241	Cacna2d1.Lhx6.Reln	0.149925	0.071876	47.941303985325995	3.22	4.236
GSM2657247	Sst.Erbb4.Th	0.07917	0.038833	49.050145257041805	2.06	2.628
GSM2657254	Cck.Lmo1.Vip.Crh	0.226911	0.113489	50.01476349758276	4.133	5.486
GSM2657262	Calb2.Vip.Igfbp4	0.078279	0.039444	50.3889932165715	2.001	2.567
GSM2657264	Pvalb.Tac1.Syt2	0.164689	0.087729	53.26949583760907	3.289	4.325
GSM2657269	Cacna2d1.Lhx6.Reln	0.099358	0.047753	48.061555184283094	2.363	2.992
GSM2657270	Sst.Npy.Zbtb20	0.077495	0.037312	48.147622427253374	2.08	2.626
GSM2657280	Cck.Lmo1.Vip.Crh	0.270643	0.134418	49.666165391308844	4.337	5.879
GSM2657287	Sst.Npy.Cort	0.412311	0.243586	59.078220081443376	5.361	7.396
GSM2657291	Calb2.Vip.Igfbp4	0.141957	0.068851	48.50130673372923	2.977	3.837
GSM2657295	Cck.Lmo1.Vip.Tac2	0.17143	0.097185	56.69077757685352	3.469	4.609
GSM2657299	Cck.Lmo1.Npy	0.210192	0.101411	48.24684098348177	4.046	5.297
GSM2657300	Cck.Lmo1.Npy	0.027623	0.019736	71.44770662129385	0.872	1.136
GSM2657305	Sst.Npy.Cort	0.193902	0.098736	50.92056812204103	3.831	5.045
GSM2657306	Sst.Erbb4.Th	0.17086	0.083751	49.01732412501463	3.6	4.773
GSM2657310	Sst.Npy.Serpine2	0.262892	0.13391	50.937267014591534	4.679	6.22
GSM2657325	Sst.Npy.Serpine2	0.186542	0.106994	57.35652024745097	3.55	4.71
GSM2657342	Sst.Npy.Mgat4c	0.33942	0.197542	58.19987036709681	4.773	6.5
GSM2657345	Pvalb.Tac1.Syt2	0.200888	0.104351	51.94486480028673	3.889	5.132
GSM2657358	Vip.Crh.Pcp4	0.078756	0.0404	51.297678907003906	1.986	2.581
GSM2657362	Cck.Sema5a	0.289064	0.142285	49.22266349320566	4.846	6.467
GSM2657376	Ntng1.Synpr	0.109581	0.054715	49.931101194550145	2.51	3.281
GSM2657385	Sst.Erbb4.Th	0.182623	0.100836	55.215389080236335	3.513	4.695
GSM2657396	Pvalb.Tac1.Syt2	0.233366	0.12348	52.912592237086805	4.158	5.511
GSM2657399	Calb2.Cryab	0.06528	0.032974	50.51164215686275	1.759	2.252
GSM2657400	Cacna2d1.Ndnf.Cxcl14	0.05491	0.026063	47.464942633400106	1.618	2.051
GSM2657404	Cck.Lmo1.Npy	0.427943	0.242139	56.582068172630464	5.838	8.014
GSM2657410	Cacna2d1.Lhx6.Reln	0.142316	0.075098	52.76848702886534	2.966	3.874
GSM2657423	Cck.Lmo1.Vip.Crh	0.152969	0.082723	54.07827729801463	3.085	4.067
GSM2657434	Calb2.Cryab	0.096401	0.044481	46.141637534880346	2.283	2.945
GSM2657436	Cacna2d1.Lhx6.Reln	0.139637	0.070599	50.55894927562178	3.173	4.05
GSM2657444	Pvalb.C1ql1.Cpne5	0.193839	0.105907	54.63657984203385	3.794	4.941
GSM2657461	Cck.Cxcl14.Calb1.Tac2	0.254461	0.135782	53.36063286711913	4.487	5.986
GSM2657479	Ntng1.Chrm2	0.195194	0.099286	50.86529299056324	3.897	5.162
GSM2657485	Sst.Npy.Cort	0.220285	0.113315	51.440179767119865	4.106	5.502
GSM2657488	Ntng1.Chrm2	0.183535	0.097803	53.288473588143944	3.729	4.956
GSM2657490	Sst.Npy.Serpine2	0.180763	0.091706	50.73272738336938	3.456	4.597
GSM2657494	Pvalb.Tac1.Akr1c18	0.095248	0.051235	53.79115571980514	2.596	3.35
GSM2657517	Cacna2d1.Lhx6.Reln	0.190951	0.098968	51.82900325214321	3.782	5.058
GSM2657523	Pvalb.C1ql1.Npy	0.339198	0.19791	58.34645251446058	5.196	7.104
GSM2657532	Cacna2d1.Lhx6.Vwa5a	0.267679	0.143645	53.663156243112084	4.315	5.752
GSM2657536	Calb2.Cntnap5a.Vip	0.132081	0.070085	53.06213611344553	2.864	3.747
GSM2657548	Sst.Npy.Zbtb20	0.284483	0.14996	52.71316739488827	4.775	6.409
GSM2657567	Pvalb.C1ql1.Cpne5	0.203938	0.102728	50.37217193460758	3.872	5.145
GSM2657570	Sst.Pnoc.Pvalb	0.149567	0.079013	52.82782966830918	3.1	4.073
GSM2657579	Calb2.Cryab	0.066793	0.040195	60.17846181486084	1.631	2.117
GSM2657582	Calb2.Vip.Igfbp4	0.080041	0.036234	45.26929948401445	1.982	2.517
GSM2657586	Pvalb.Tac1.Sst	0.083618	0.040532	48.47281685761439	2.32	2.941
GSM2657588	Calb2.Vip.Gpd1	0.097194	0.04531	46.61810399818919	2.335	3.024
GSM2657589	Cacna2d1.Lhx6.Vwa5a	0.247765	0.121897	49.19863580408855	4.385	5.889
GSM2657590	Pvalb.Tac1.Sst	0.036532	0.027207	74.47443337348078	1.11	1.43
GSM2657611	Pvalb.C1ql1.Pvalb	0.348189	0.177565	50.99672878810071	5.415	7.409
GSM2657616	Pvalb.Tac1.Nr4a2	0.197709	0.096438	48.777749116125214	3.778	4.908
GSM2657618	Cck.Lmo1.Vip.Crh	0.183829	0.098003	53.3120454335279	3.606	4.744
GSM2657627	Pvalb.Tac1.Syt2	0.200007	0.094912	47.45433909813156	4.105	5.302
GSM2657634	Vip.Crh.Pcp4	0.066207	0.035407	53.479239355355176	1.67	2.173
GSM2657635	Sst.Npy.Serpine2	0.095032	0.04695	49.40441114571934	2.252	2.889
GSM2657640	Cacna2d1.Lhx6.Reln	0.106609	0.05766	54.08548996801397	2.457	3.244
GSM2657641	Sst.Pnoc.Pvalb	0.132868	0.072701	54.71671132251558	2.973	3.904
GSM2657648	Pvalb.Tac1.Akr1c18	0.37625	0.210137	55.85036544850498	5.463	7.463
GSM2657663	Sst.Erbb4.Rgs10	0.261472	0.137557	52.60869232652063	4.778	6.538
GSM2657665	Sst.Erbb4.Crh	0.09207	0.043756	47.524709460193336	2.194	2.814
GSM2657668	Cck.Sema5a	0.227708	0.110908	48.7062378133399	4.02	5.372
GSM2657671	Sst.Npy.Serpine2	0.418762	0.234	55.8789957063917	5.849	8.05
GSM2657673	Pvalb.C1ql1.Pvalb	0.129571	0.065832	50.80766529547507	2.782	3.594
GSM2657675	Calb2.Cryab	0.105115	0.051366	48.866479569994766	2.437	3.118
GSM2657684	Calb2.Cntnap5a.Rspo3	0.10485	0.05284	50.395803528850735	2.379	3.105
GSM2657701	Sst.Pnoc.Calb1.Igfbp5	0.06054	0.028833	47.62636273538157	1.695	2.139
GSM2657729	Pvalb.C1ql1.Cpne5	0.145288	0.078306	53.8970871648037	3.077	3.998
GSM2657731	Calb2.Cntnap5a.Vip	0.142926	0.068846	48.1689825504107	2.902	3.766
GSM2657733	Calb2.Cntnap5a.Igfbp6	0.097499	0.050916	52.22207407255459	2.392	3.087
GSM2657754	Pvalb.Tac1.Sst	0.180648	0.084983	47.04342146051991	3.714	4.872
GSM2657769	Cacna2d1.Lhx6.Vwa5a	0.208572	0.102676	49.228084306618335	3.885	5.175
GSM2657780	Vip.Crh.Pcp4	0.103992	0.055757	53.616624355719665	2.403	3.155
GSM2657781	Ntng1.Chrm2	0.333682	0.161708	48.461709052331265	5.273	7.101
GSM2657782	Vip.Crh.Pcp4	0.079551	0.038987	49.00881195710928	2.041	2.597
GSM2657783	Sst.Pnoc.Calb1.Igfbp5	0.182356	0.108739	59.63006426988967	3.354	4.451
GSM2657796	Pvalb.Tac1.Sst	0.171341	0.081726	47.69786565970783	3.426	4.505
GSM2657799	Calb2.Cntnap5a.Vip	0.12697	0.06018	47.39702291879971	2.64	3.431
GSM2657810	Cck.Cxcl14.Calb1.Tnfaip8l3	0.154188	0.081761	53.026824396191664	3.276	4.3
GSM2657811	Pvalb.Tac1.Sst	0.261008	0.145218	55.637375099613806	4.373	5.948
GSM2657815	Pvalb.Tac1.Syt2	0.211932	0.101226	47.76343355415888	3.936	5.143
GSM2657820	Sst.Npy.Serpine2	0.200534	0.1032	51.46259487169258	3.807	5.028
GSM2657826	Pvalb.Tac1.Akr1c18	0.115279	0.063121	54.75498573027176	2.854	3.658
GSM2657829	Cck.Calca	0.278692	0.139064	49.89881302656696	4.461	5.94
GSM2657830	Sst.Npy.Cort	0.269058	0.138729	51.56100171710188	4.681	6.29
GSM2657835	Sst.Pnoc.Pvalb	0.318399	0.176913	55.56330264856359	4.991	6.797
GSM2657845	Cck.Calca	0.20088	0.117934	58.708681800079646	3.774	5.043
GSM2657851	Ntng1.Chrm2	0.232333	0.12655	54.46923166317311	4.278	5.699
GSM2657860	Pvalb.C1ql1.Pvalb	0.390212	0.220604	56.534396686929156	5.42	7.405
GSM2657869	Cacna2d1.Ndnf.Cxcl14	0.063067	0.018499	29.3322973980053	1.549	1.894
GSM2657888	Cacna2d1.Ndnf.Rgs10	0.165311	0.085709	51.847124510770605	3.349	4.407
GSM2657908	Sst.Npy.Zbtb20	0.334644	0.170601	50.97984724064977	5.219	7.053
GSM2657913	Calb2.Vip.Gpd1	0.105218	0.05864	55.731908988956256	2.39	3.122
GSM2657925	Sst.Erbb4.Th	0.177886	0.084056	47.25273489763107	3.495	4.543
GSM2657926	Calb2.Vip.Nos1	0.175702	0.105725	60.172906398333545	3.298	4.397
GSM2657930	Vip.Crh.Pcp4	0.072685	0.03534	48.62076081722502	1.831	2.372
GSM2657933	Cacna2d1.Lhx6.Reln	0.132633	0.07908	59.62317070412341	2.759	3.677
GSM2657934	Vip.Crh.Pcp4	0.090713	0.042316	46.64822021099512	2.05	2.592
GSM2657935	Sst.Npy.Serpine2	0.223442	0.122416	54.786477027595524	3.991	5.38
GSM2657942	Cck.Lmo1.Vip.Fam19a2	0.341334	0.181158	53.07352915326338	5.194	6.909
GSM2657943	Calb2.Vip.Igfbp4	0.038702	0.018028	46.581572011782335	1.049	1.32
GSM2657944	Sst.Pnoc.Pvalb	0.11108	0.056186	50.58156283759453	2.515	3.268
GSM2657946	Cck.Lmo1.Vip.Fam19a2	0.336621	0.168176	49.96004408518779	5.166	6.967
GSM2657950	Cck.Cxcl14.Slc17a8	0.30616	0.167171	54.602495427227595	4.965	6.652
GSM2657959	Sst.Npy.Serpine2	0.251104	0.134664	53.628775328150894	4.405	5.956
GSM2657961	Pvalb.C1ql1.Cpne5	0.259118	0.150927	58.24643598669332	4.282	5.789
GSM2657966	Cacna2d1.Ndnf.Cxcl14	0.150119	0.071765	47.80540770988349	3.102	4.074
GSM2657983	Cck.Lypd1	0.210818	0.10963	52.00220095058297	3.812	5.04
GSM2657989	Pvalb.Tac1.Syt2	0.194425	0.098989	50.91371994342292	3.731	4.978
GSM2657996	Sst.Npy.Cort	0.201479	0.109628	54.411626025541125	3.794	5.004
GSM2658017	Sst.Npy.Serpine2	0.129074	0.066258	51.33334366332492	3.093	4.015
GSM2658019	Cck.Cxcl14.Vip	0.167473	0.080317	47.95817833322386	3.35	4.394
GSM2658027	Sst.Npy.Zbtb20	0.141702	0.061753	43.57948370524058	2.976	3.909
GSM2658045	Pvalb.C1ql1.Npy	0.176085	0.091812	52.14072748956471	3.307	4.387
GSM2658048	Pvalb.C1ql1.Pvalb	0.285154	0.153335	53.77269826129039	4.734	6.358
GSM2658050	Ntng1.Chrm2	0.221551	0.105829	47.76733122396198	4.07	5.422
GSM2658052	Cacna2d1.Lhx6.Reln	0.109293	0.048786	44.63780845982817	2.457	3.143
GSM2658053	Cacna2d1.Lhx6.Reln	0.148871	0.07717	51.83682517078545	2.989	3.924
GSM2658063	Sst.Npy.Zbtb20	0.380923	0.196825	51.67054759098295	5.493	7.542
GSM2658087	Sst.Pnoc.Calb1.Igfbp5	0.220403	0.114453	51.92896648412228	4.051	5.443
GSM2658095	Ntng1.Chrm2	0.263775	0.140863	53.4027106435409	4.452	6.042
GSM2658096	Pvalb.C1ql1.Pvalb	0.256517	0.134484	52.42693466709808	4.523	6.062
GSM2658101	Cacna2d1.Lhx6.Reln	0.233838	0.122685	52.465809663100096	4.022	5.364
GSM2658104	Cacna2d1.Lhx6.Vwa5a	0.17584	0.090191	51.29151501364877	3.433	4.467
GSM2658109	Sst.Pnoc.Calb1.Pvalb	0.187704	0.098765	52.61741891488727	3.597	4.79
GSM2658112	Sst.Pnoc.Calb1.Igfbp5	0.194786	0.0923	47.38533570174448	3.8	5.018
GSM2658114	Vip.Crh.C1ql1	0.078695	0.042805	54.393544697884245	1.92	2.499
GSM2658116	Sst.Pnoc.Calb1.Igfbp5	0.149815	0.07725	51.563595100624106	3.184	4.137
GSM2658119	Calb2.Vip.Gpd1	0.17663	0.081225	45.98595935005378	3.504	4.562
GSM2658124	Pvalb.Tac1.Syt2	0.325944	0.174194	53.442922710649675	5.447	7.405
GSM2658131	Calb2.Cntnap5a.Vip	0.10839	0.051645	47.64738444505951	2.368	3.044
GSM2658143	Sst.Pnoc.Pvalb	0.188615	0.106409	56.41597964106778	3.717	4.971
GSM2658149	Sst.Erbb4.Crh	0.124847	0.063397	50.77975441940935	2.778	3.596
GSM2658154	Cacna2d1.Lhx6.Reln	0.099092	0.054298	54.79554353530053	2.373	3.113
GSM2658166	Cck.Cxcl14.Calb1.Tnfaip8l3	0.333439	0.174515	52.33790888288413	4.904	6.664
GSM2658188	Cacna2d1.Lhx6.Vwa5a	0.091716	0.038184	41.632866675389245	2.095	2.639
GSM2658191	Calb2.Vip.Igfbp4	0.166722	0.088882	53.31150058180684	3.261	4.299
GSM2658199	Cck.Lmo1.Vip.Fam19a2	0.127413	0.066097	51.876182179212485	2.679	3.484
GSM2658202	Sst.Npy.Mgat4c	0.25187	0.133671	53.07142573549848	4.324	5.841
GSM2658208	Calb2.Vip.Gpd1	0.14787	0.0764	51.667004801514835	3.024	3.942
GSM2658214	Ntng1.Chrm2	0.241847	0.136466	56.426583749229884	4.389	5.871
GSM2658218	Calb2.Cntnap5a.Vip	0.109597	0.05264	48.03051178408168	2.476	3.198
GSM2658225	Calb2.Cryab	0.126988	0.063035	49.63854852427001	2.689	3.485
GSM2658226	Sst.Npy.Cort	0.31584	0.168175	53.246897163120565	5.086	6.884
GSM2658232	Cck.Sema5a	0.273349	0.13651	49.93982052248224	4.442	5.968
GSM2658245	Pvalb.Tac1.Syt2	0.177623	0.099014	55.74390703906589	3.528	4.689
GSM2658248	Sst.Nos1	0.284364	0.156986	55.20600357288545	4.375	5.88
GSM2658253	Cacna2d1.Ndnf.Cxcl14	0.231411	0.13682	59.1242421492496	3.774	5.116
GSM2658257	Sst.Pnoc.Pvalb	0.152061	0.082895	54.51430675847193	3.171	4.169
GSM2658258	Calb2.Vip.Gpd1	0.06357	0.032633	51.33396256095642	1.698	2.181
GSM2658264	Cck.Sema5a	0.191418	0.102568	53.58325758288145	3.574	4.727
GSM2658271	Calb2.Vip.Gpd1	0.067507	0.034218	50.688076792036384	1.798	2.274
GSM2658274	Sst.Pnoc.Pvalb	0.244737	0.126736	51.784568741138436	4.324	5.777
GSM2658275	Sst.Pnoc.Calb1.Igfbp5	0.154199	0.081984	53.167659971854555	3.465	4.528
GSM2658285	Sst.Npy.Serpine2	0.212311	0.114802	54.07256336223747	3.871	5.153
GSM2658295	Cacna2d1.Lhx6.Reln	0.244233	0.137484	56.29214725282824	4.252	5.734
GSM2658300	Cacna2d1.Lhx6.Reln	0.240811	0.129209	53.65577153867556	4.107	5.523
GSM2658306	Cacna2d1.Lhx6.Vwa5a	0.222414	0.122634	55.13771615096172	3.991	5.314
GSM2658312	Cacna2d1.Lhx6.Vwa5a	0.103433	0.050068	48.40621465103014	2.515	3.248
GSM2658334	Cacna2d1.Lhx6.Reln	0.190707	0.113677	59.60819476998748	3.422	4.657
GSM2658339	Cacna2d1.Lhx6.Reln	0.1362	0.045181	33.172540381791485	2.673	3.385
GSM2658347	Calb2.Vip.Nos1	0.173303	0.088294	50.94776201219828	3.288	4.303
GSM2658363	Pvalb.Tac1.Syt2	0.164838	0.082049	49.77553719409359	3.342	4.329
GSM2658364	Cacna2d1.Lhx6.Reln	0.142267	0.067832	47.67936345041366	2.849	3.727
GSM2658365	Sst.Npy.Serpine2	0.233332	0.127807	54.77474156995182	4.067	5.456
GSM2658369	Cacna2d1.Lhx6.Reln	0.206285	0.123811	60.01939064885959	3.581	4.836
GSM2658370	Vip.Crh.C1ql1	0.109558	0.055793	50.92553715840011	2.418	3.172
GSM2658375	Cacna2d1.Ndnf.Npy	0.253307	0.132367	52.255563407248914	4.292	5.718
GSM2658394	Cck.Cxcl14.Calb1.Tnfaip8l3	0.218865	0.121486	55.50727617481095	3.865	5.155
GSM2658398	Calb2.Cryab	0.160415	0.079757	49.719165913412084	3.268	4.298
GSM2658408	Sst.Npy.Zbtb20	0.289521	0.171735	59.31694074004995	4.757	6.461
GSM2658410	Sst.Npy.Serpine2	0.235588	0.115866	49.181622153929744	4.151	5.481
GSM2658424	Sst.Npy.Cort	0.147184	0.077453	52.62324709207522	3.021	3.988
GSM2658435	Cck.Cxcl14.Slc17a8	0.293964	0.16772	57.054605325822216	4.6	6.24
GSM2658441	Calb2.Cryab	0.065338	0.038309	58.6320364871897	1.687	2.2
GSM2658445	Sst.Npy.Cort	0.192917	0.10277	53.27161421751323	3.487	4.669
GSM2658459	Calb2.Vip.Igfbp4	0.072974	0.036605	50.161701427905825	1.832	2.395
GSM2658463	Cck.Cxcl14.Calb1.Kctd12	0.443365	0.246308	55.554227329626826	5.663	7.874
GSM2658464	Sst.Pnoc.Pvalb	0.181857	0.092159	50.67663053937985	3.542	4.675
GSM2658466	Cacna2d1.Ndnf.Rgs10	0.176955	0.09007	50.899946314034636	3.469	4.626
GSM2658479	Vip.Crh.Pcp4	0.129017	0.075679	58.658161327576984	2.736	3.634
GSM2658487	Cacna2d1.Ndnf.Rgs10	0.217075	0.134382	61.90579292871128	3.604	4.85
GSM2658496	Ntng1.Chrm2	0.240407	0.124491	51.783433926632746	4.238	5.7
GSM2658499	Sst.Pnoc.Calb1.Igfbp5	0.179903	0.090707	50.41994852781776	3.455	4.561
GSM2658503	Cacna2d1.Lhx6.Reln	0.151741	0.078936	52.020218662062334	3.084	4.09
GSM2658506	Sst.Pnoc.Pvalb	0.091587	0.049167	53.68338301287301	2.423	3.071
GSM2658507	Sst.Npy.Zbtb20	0.171517	0.100992	58.881626894127116	3.226	4.346
GSM2658510	Cacna2d1.Ndnf.Npy	0.151033	0.07479	49.51897929591546	3.244	4.225
GSM2658514	Pvalb.C1ql1.Pvalb	0.173152	0.093015	53.71869802254666	3.467	4.564
GSM2658517	Sst.Pnoc.Calb1.Pvalb	0.313596	0.169816	54.15120090817484	4.901	6.58
GSM2658533	Cck.Lmo1.Vip.Tac2	0.379297	0.189025	49.83561694397794	5.474	7.426
GSM2658539	Cacna2d1.Ndnf.Npy	0.188166	0.096976	51.537472231965396	3.603	4.853
GSM2658547	Calb2.Vip.Igfbp4	0.121174	0.059166	48.82730618779607	2.611	3.415
GSM2658552	Cck.Calca	0.258466	0.128921	49.87928779800826	4.346	5.738
