	CellType	Reads (M)	Aligned reads (M)	Alignment rate (%)	Gene count (K)	Isoform count (K)
644946047	Lamp5 Plch2 Dock5	1.217204	0.875267	71.90799570162439	8.142	15.176
644946408	Lamp5 Lsp1	1.240592	0.859153	69.2534693114255	8.256	15.606
644957513	Lamp5 Lsp1	1.098547	0.721619	65.68849580400294	8.513	16.834
644994103	Lamp5 Lsp1	1.251872	0.775944	61.98269471639273	8.078	15.36
645000287	Lamp5 Lsp1	1.455303	0.817723	56.189192216328834	9.031	17.93
645009607	Lamp5 Lsp1	1.274046	0.886376	69.5717423075776	7.376	13.557
645023727	Lamp5 Lsp1	1.272089	0.689797	54.22552981748918	8.997	16.664
645061418	Vip Ptprt Pkp2	1.341465	0.974011	72.60800691781	7.972	14.217
645075128	Lamp5 Plch2 Dock5	1.437877	0.924822	64.31857523279112	7.707	13.992
645158069	Lamp5 Lsp1	1.287017	1.007648	78.29329371717702	9.633	19.648
645169930	Lamp5 Plch2 Dock5	1.223974	0.587114	47.967848990256336	8.131	14.127
645320752	Pvalb Sema3e Kank4	1.48835	0.801261	53.835522558537974	9.138	17.48
645322005	Sst Mme Fam114a1	1.556706	0.816238	52.43366441704471	9.098	17.704
645355846	Pvalb Akr1c18 Ntf3	1.623824	0.912341	56.18472198957522	8.954	17.011
645375521	Pvalb Gabrg1	1.333718	0.941333	70.57961278171247	7.764	13.884
645436635	Pvalb Reln Tac1	1.367848	0.713993	52.19827056807481	7.869	14.229
645436667	Sst Myh8 Etv1 	1.41212	0.989912	70.1011245503215	7.36	13.322
645441139	Pvalb Sema3e Kank4	1.341432	0.67472	50.2984869900226	8.228	14.415
646558588	Pvalb Reln Itm2a	1.542576	1.228036	79.60943253363205	10.283	21.276
646786083	Pvalb Tpbg	1.260623	0.901671	71.52582492941981	10.693	23.114
646805498	Pvalb Reln Itm2a	0.795944	0.389889	48.98447629481471	8.044	15.507
646995247	Sst Chodl	1.452909	0.749384	51.578178674645144	9.827	19.339
647041020	Sst Chodl	1.1887	0.714397	60.09901573147135	10.93	23.399
647059450	Sst Rxfp1 Prdm8	1.122073	0.620721	55.31912807811968	9.548	18.589
647102202	Pvalb Akr1c18 Ntf3	1.320086	0.59904	45.378861680223864	7.804	13.916
647102882	Pvalb Sema3e Kank4	1.174614	0.63608	54.1522576778414	9.044	17.899
647103464	Pvalb Sema3e Kank4	1.333884	0.85313	63.95833520755928	10.433	22.16
647103728	Sst Esm1	1.20884	0.600461	49.672495946527256	10.171	20.553
647105759	Sst Rxfp1 Eya1	1.175433	0.380942	32.40865281134697	8.186	13.131
647508656	Sst Calb2 Pdlim5	1.171092	0.739049	63.107680694599566	8.325	15.971
647811305	Sst Calb2 Pdlim5	1.398456	0.903929	64.63764322939014	9.684	18.876
648002271	Vip Lmo1 Myl1	1.185128	0.64475	54.40340621434985	8.378	15.885
648080486	Vip Chat Htr1f	1.126269	0.629459	55.88886846747979	7.51	13.215
648085661	Vip Ptprt Pkp2	1.106328	0.619297	55.977702815078345	9.579	19.15
648121494	Vip Ptprt Pkp2	1.270488	0.743329	58.507360951067625	8.619	17.003
648137894	Vip Ptprt Pkp2	1.355551	0.586801	43.2887438392211	8.247	14.198
648139266	Vip Ptprt Pkp2	1.175404	0.673308	57.283112870128065	7.77	14.312
648256721	Vip Arhgap36 Hmcn1	1.055409	0.680462	64.47377272697125	7.425	14.185
648320076	Vip Ptprt Pkp2	1.121215	0.558592	49.82023965073603	9.357	17.033
648527193	Pvalb Tpbg	1.120209	0.592223	52.86718817649208	8.809	16.671
648564602	Pvalb Reln Itm2a	1.004873	0.633462	63.039010899884865	7.815	14.84
648582997	Lamp5 Ntn1 Npy2r	1.370536	0.766297	55.91221244826842	7.512	13.243
648594299	Lamp5 Ntn1 Npy2r	1.096461	0.677239	61.765899562319134	7.856	14.196
648600158	Pvalb Reln Itm2a	1.214057	0.629612	51.86016801517557	8.529	16.003
648607165	Lamp5 Ntn1 Npy2r	1.027673	0.815281	79.33272548758214	8.895	17.152
648609504	Sst Tac2 Tacstd2	1.157178	0.739912	63.94107043168812	7.374	14.241
648881660	Pvalb Sema3e Kank4	1.557483	0.682512	43.82147349280859	7.44	11.127
649272757	Sst Calb2 Pdlim5	1.667936	0.984815	59.043932141281196	9.429	17.552
649382312	Lamp5 Plch2 Dock5	1.740759	1.091917	62.72648884768082	7.909	14.031
649387261	Sst Nr2f2 Necab1	1.714162	0.760791	44.38267794992539	8.957	16.677
649387936	Sst Calb2 Pdlim5	1.025043	0.633448	61.79721240962574	10.57	20.32
649666842	Vip Arhgap36 Hmcn1	0.894515	0.444847	49.730524362363965	9.025	14.59
650129743	Pvalb Tpbg	1.131535	0.798577	70.5746618531464	10.425	19.436
650131308	Lamp5 Plch2 Dock5	1.172596	0.507488	43.27901510835787	11.989	22.34
650132917	Lamp5 Ntn1 Npy2r	1.089799	0.652417	59.86581011727851	11.728	22.787
650146312	Pvalb Tpbg	1.201655	0.938172	78.0733238741569	11.199	22.801
650156059	Lamp5 Lsp1	1.209564	0.879546	72.71595384783276	11.372	23.662
650161028	Lamp5 Ntn1 Npy2r	1.119672	0.635185	56.7295600854536	12.025	25.437
650172921	Lamp5 Ntn1 Npy2r	1.080792	0.543722	50.307737288951074	11.005	20.159
650176200	Pvalb Tpbg	1.073976	0.89044	82.91060507869823	9.603	17.495
650487944	Sst Rxfp1 Prdm8	1.124059	0.698583	62.14825022529956	11.712	25.055
651151937	Lamp5 Plch2 Dock5	1.978432	1.188527	60.07419006566816	8.466	14.749
651161691	Lamp5 Ntn1 Npy2r	2.138969	1.686101	78.82774364658862	9.729	19.353
651734562	Pvalb Reln Itm2a	1.841234	1.089208	59.15641357915398	8.706	15.912
651985184	Sst Rxfp1 Prdm8	1.416502	0.856763	60.48441865948655	8.356	15.441
652299236	Pvalb Tpbg	1.438788	1.024396	71.19853654603737	7.348	14.017
652300499	Lamp5 Lsp1	1.369475	0.741389	54.13673122912065	8.678	17.332
652303366	Lamp5 Lsp1	1.554532	0.805101	51.790571052895665	7.82	13.375
652304219	Pvalb Reln Itm2a	1.444916	0.699737	48.427521046206145	9.299	17.017
652313391	Pvalb Reln Itm2a	1.44277	0.640607	44.40118660631979	9.417	18.45
652533530	Sst Esm1	1.370739	0.934908	68.20466916021212	8.998	17.544
652764831	Sst Esm1	1.310783	0.744557	56.80246081922027	7.465	13.385
652810157	Lamp5 Plch2 Dock5	1.39585	0.776328	55.61686427624745	8.091	16.002
652812484	Lamp5 Plch2 Dock5	1.303852	0.718656	55.11791215567411	10.013	20.695
652953931	Lamp5 Plch2 Dock5	0.997442	0.572916	57.43852775399472	8.497	15.965
652956871	Sst Hpse Cbln4	1.139414	0.689296	60.49565829452684	9.491	19.398
652959162	Pvalb Sema3e Kank4	1.085424	0.735465	67.75831380179544	7.735	14.659
652959904	Lamp5 Fam19a1 Tmem182	1.079579	0.865154	80.13809086690274	8.27	16.717
653024237	Lamp5 Lsp1	1.125035	0.770315	68.4703142568898	8.549	17.295
653024481	Lamp5 Lsp1	1.011646	0.622624	61.5456394825858	8.297	16.265
653195941	Sst Hpse Sema3c	1.30083	0.785875	60.41335147559636	9.864	18.583
653199987	Lamp5 Plch2 Dock5	1.293528	0.918855	71.03479785516818	9.651	17.904
653232374	Sst Rxfp1 Prdm8	1.342001	0.830851	61.91135476054042	9.619	19.525
653289801	Pvalb Reln Tac1	1.430029	0.76827	53.72408531575233	8.341	15.832
653326186	Pvalb Sema3e Kank4	1.356446	1.007162	74.2500622951448	10.712	23.269
653326966	Sst Mme Fam114a1	1.476137	0.748949	50.737092830814476	9.024	16.88
653327067	Sst Rxfp1 Prdm8	1.358848	0.851868	62.690455444611906	9.183	18.572
653327513	Pvalb Sema3e Kank4	1.451393	0.995027	68.55669002124166	8.132	14.814
653327546	Sst Rxfp1 Eya1	1.406055	0.820128	58.32830152447806	9.545	18.947
653677436	Lamp5 Lsp1	1.584539	1.07254	67.68782592287094	7.718	13.857
653744562	Pvalb Sema3e Kank4	1.269098	0.547726	43.15868435692122	9.278	16.619
654294107	Pvalb Tpbg	1.12291	0.610534	54.370697562582926	8.935	16.647
654356514	Lamp5 Lsp1	1.439458	1.269479	88.19145817384045	9.843	20.989
654669793	Vip Ptprt Pkp2	1.291624	0.869302	67.3030231708299	7.539	13.862
654689557	Lamp5 Lsp1	1.170108	0.923625	78.93502138264161	9.601	20.307
654704107	Vip Ptprt Pkp2	1.114164	0.829058	74.4107689711748	8.709	16.292
655120196	Vip Ptprt Pkp2	1.191913	0.953767	80.01985044210443	8.658	16.606
656147268	Sst Hpse Sema3c	1.162146	0.769384	66.20372999605901	7.925	14.234
656156755	Sst Hpse Cbln4	1.070152	0.576258	53.8482383810898	8.077	14.754
656706125	Pvalb Tpbg	1.436077	0.888749	61.88728041741495	8.938	17.481
656718798	Pvalb Vipr2	1.293348	0.851657	65.84902129975846	8.465	16.015
656718838	Pvalb Th Sst	1.174901	0.684925	58.29640114358572	8.593	15.975
656721986	Vip Ptprt Pkp2	1.392999	0.541879	38.90017150048205	8.371	14.763
656841831	Vip Rspo4 Rxfp1 Chat	1.351595	0.551194	40.78100318512571	7.514	12.176
656860694	Vip Ptprt Pkp2	1.432665	0.634197	44.266943074619675	7.688	13.291
656863406	Vip Crispld2 Kcne4	1.417918	0.76408	53.88746034679015	8.118	14.999
656880843	Vip Lmo1 Fam159b	1.314881	0.650013	49.435119984241915	7.878	13.158
656896838	Sst Hpse Sema3c	1.434211	0.618558	43.128800434524635	8.295	15.104
656901554	Sst Hpse Sema3c	1.549304	0.874779	56.46270841616623	8.654	15.715
656912028	Lamp5 Plch2 Dock5	1.453869	0.73888	50.821635236737286	8.57	15.537
656971837	Vip Ptprt Pkp2	1.364793	0.870915	63.81297383559266	7.616	13.843
657039903	Vip Ptprt Pkp2	2.156745	0.942471	43.69876828275944	11.158	22.434
657042607	Vip Ptprt Pkp2	2.007786	0.925339	46.08753124087926	8.375	14.4
657048690	Vip Ptprt Pkp2	1.647547	0.736705	44.71526457211843	9.347	17.405
657054571	Vip Rspo4 Rxfp1 Chat	1.801412	0.969989	53.846038551980335	8.442	14.581
657179762	Vip Rspo4 Rxfp1 Chat	1.693137	0.847508	50.05548871709732	8.969	16.194
657184390	Vip Rspo4 Rxfp1 Chat	1.751284	0.88353	50.45041238314288	9.678	18.935
657185314	Lamp5 Lsp1	2.0987	1.149342	54.76447324534236	12.397	26.315
657194483	Lamp5 Lsp1	1.73526	1.13844	65.60630683586321	11.923	25.788
657366321	Sst Tac2 Tacstd2	1.92034	0.872348	45.426747346824	10.972	22.24
657382503	Vip Arhgap36 Hmcn1	1.462185	0.514009	35.15348604998684	7.839	12.956
657442490	Sst Hpse Sema3c	1.572048	0.828433	52.69769116464638	9.064	16.443
657454163	Sst Hpse Cbln4	1.732572	0.717198	41.394989645451965	10.809	20.77
657585527	Lamp5 Ntn1 Npy2r	1.401816	0.532298	37.97203056606573	10.472	20.866
657660421	Sst Hpse Cbln4	1.488678	0.604343	40.595951575827684	9.705	17.823
657661669	Sst Crhr2 Efemp1	1.43338	0.599201	41.80335989060821	10.354	20.349
657661984	Sst Hpse Cbln4	1.451096	0.564031	38.86930981823394	9.671	17.518
657673212	Sst Calb2 Pdlim5	1.454616	0.656779	45.15136640872918	10.508	20.334
657675788	Sst Rxfp1 Prdm8	1.541995	0.61048	39.59027104497745	11.659	24.443
657725630	Vip Ptprt Pkp2	1.463399	0.656114	44.83493565322923	8.396	14.303
657727121	Vip Rspo4 Rxfp1 Chat	1.424343	0.680695	47.79010392861832	7.886	13.268
657857340	Sst Calb2 Necab1	1.3882	0.510557	36.778346059645585	9.544	17.622
657857431	Sst Hpse Cbln4	1.364678	0.404025	29.605885051272168	11.056	21.993
657858349	Sst Myh8 Etv1 	1.402834	0.632128	45.06078409847495	9.594	17.397
657858379	Sst Myh8 Etv1 	1.458733	0.52817	36.20744851868025	9.779	17.857
657859611	Pvalb Gabrg1	1.526014	0.577032	37.81302137464008	9.66	17.443
657860437	Pvalb Gabrg1	1.321778	0.767401	58.05823670843364	10.871	22.689
657926526	Pvalb Sema3e Kank4	0.695606	0.387497	55.70639126172	10.067	19.377
657926790	Pvalb Sema3e Kank4	1.50282	0.600879	39.983431149439056	11.716	24.89
657966095	Pvalb Akr1c18 Ntf3	1.469069	0.613681	41.773463329496444	11.07	22.76
657984445	Sst Calb2 Necab1	1.75604	0.957828	54.54477118972233	11.246	23.387
657984709	Pvalb Th Sst	1.585817	0.857626	54.08101943666892	11.42	23.218
657985196	Sst Rxfp1 Eya1	1.60585	0.518465	32.28601675125323	10.55	20.104
657986352	Sst Calb2 Pdlim5	1.580831	0.81997	51.86955468358098	11.916	24.645
657999088	Sst Calb2 Pdlim5	1.561308	0.742438	47.55230870526508	11.663	24.376
658012080	Sst Crhr2 Efemp1	1.402467	0.616507	43.95875268366387	10.768	20.959
658061248	Lamp5 Plch2 Dock5	1.40933	0.571954	40.58339778476297	10.53	20.752
658068133	Lamp5 Ntn1 Npy2r	1.597896	0.860447	53.84874860441481	9.522	17.807
658075752	Lamp5 Fam19a1 Tmem182	1.435157	0.816148	56.8682032697468	10.452	19.577
658089840	Lamp5 Ntn1 Npy2r	1.375804	0.599369	43.56499908417187	10.124	20.205
658103346	Lamp5 Lsp1	1.442939	0.631857	43.789585006711995	9.794	19.031
658124114	Lamp5 Lsp1	1.37882	0.619529	44.93182576405913	9.265	17.051
658139862	Vip Rspo4 Rxfp1 Chat	1.464174	0.54659	37.3309456389746	9.407	15.902
658279826	Pvalb Tpbg	1.610799	0.895286	55.58024309674888	9.65	19.135
658411218	Lamp5 Lsp1	1.411235	0.928415	65.78741315230985	7.605	13.663
658418858	Pvalb Sema3e Kank4	1.336563	0.441358	33.02186279285002	10.198	19.093
658435131	Lamp5 Lsp1	1.401547	0.670929	47.870602983703	10.93	23.034
658441785	Lamp5 Lsp1	1.557889	0.710571	45.611144311308436	10.951	21.981
658447323	Vip Rspo1 Itga4	1.479844	0.782404	52.87070799354526	8.223	14.547
658448573	Vip Pygm C1ql1	1.693393	0.814143	48.0776169501114	9.482	16.956
658448683	Vip Rspo4 Rxfp1 Chat	1.427594	0.65348	45.77491919971644	9.947	18.6
658470462	Sst Rxfp1 Prdm8	1.359235	0.539553	39.69534333650914	11.714	24.539
658477694	Lamp5 Lsp1	1.469877	0.429485	29.2191115311009	10.853	21.656
658616147	Pvalb Tpbg	1.456869	0.624708	42.880176597895904	9.935	18.636
659012847	Pvalb Calb1 Sst	1.30618	0.460302	35.24031909843973	10.095	17.791
659056830	Vip Lect1 Oxtr	0.8826	0.444551	50.368343530478136	8.835	16.09
659134440	Vip Lmo1 Myl1	1.269184	0.745955	58.77437786798446	11.407	22.956
659141131	Vip Igfbp4 Mab21l1	1.323794	0.501775	37.904311395881834	9.594	18.433
659147142	Lamp5 Plch2 Dock5	1.412404	0.926374	65.58845769340785	9.647	17.252
659280391	Sst Chodl	1.639271	0.418134	25.507313921859172	10.049	17.77
659405820	Sst Crhr2 Efemp1	1.366311	0.636845	46.61054474420538	10.503	20.09
659405868	Sst Chodl	1.513989	0.63546	41.9725638693544	10.963	21.855
659413418	Sst Hpse Cbln4	1.327198	0.623494	46.97822028062127	10.811	21.009
659430821	Sst Hpse Cbln4	1.196934	0.653929	54.63367236622905	11.758	24.349
659436153	Vip Ptprt Pkp2	1.417165	0.658062	46.4351010644491	10.103	18.589
659485385	Sst Chodl	1.397342	0.526237	37.659857071497164	10.455	19.581
659550641	Sst Esm1	1.33049	0.590452	44.37853723064435	10.43	19.228
659697295	Lamp5 Lsp1	1.470508	0.556244	37.826655822341664	10.541	20.641
659700506	Lamp5 Plch2 Dock5	1.560539	0.595229	38.14252639632845	11.111	22.639
659888858	Sst Hpse Cbln4	1.786573	0.587851	32.90383320468853	11.418	22.899
659934473	Sst Esm1	1.014518	0.491634	48.459859756061505	10.48	20.494
659960546	Sst Rxfp1 Prdm8	1.441777	0.539406	37.412581834777505	9.45	16.648
660050258	Sst Chrna2 Ptgdr	1.396417	0.694044	49.701772464815306	9.838	19.088
660430219	Vip Ptprt Pkp2	1.27612	0.538812	42.22267498354387	9.534	17.269
660454584	Vip Ptprt Pkp2	1.275005	0.3929	30.815565429155185	9.433	16.333
660704050	Sst Hpse Sema3c	0.979512	0.563404	57.51884611929206	10.236	20.361
660722612	Sst Hpse Cbln4	1.299277	0.637754	49.08529897781613	8.904	15.982
660722845	Sst Chodl	1.228604	0.537534	43.75160751552168	10.831	21.888
660840807	Sst Chrna2 Glra3	1.202145	0.537345	44.698850804187515	10.083	19.657
660898270	Vip Rspo4 Rxfp1 Chat	1.370447	0.460331	33.58984331389685	9.397	16.844
661222942	Sst Rxfp1 Eya1	1.260298	0.462365	36.68695816386284	11.169	22.979
661290272	Vip Crispld2 Kcne4	1.34895	0.648515	48.07554023499758	10.406	20.509
661293762	Vip Crispld2 Kcne4	1.344146	0.572842	42.61754303475961	9.504	16.675
661296298	Vip Ptprt Pkp2	1.359286	0.600701	44.19239218236633	9.083	16.213
661296728	Vip Rspo4 Rxfp1 Chat	1.527786	0.557858	36.51414530569072	8.176	13.023
661318431	Sst Crh 4930553C11Rik 	1.546796	0.743896	48.09270259297283	10.932	21.584
661354351	Sst Tac2 Tacstd2	1.601987	0.739944	46.18913886317429	12.271	25.461
661390131	Sst Rxfp1 Eya1	1.22325	0.391516	32.00621295728592	11.016	21.574
661391859	Vip Ptprt Pkp2	1.50944	0.548469	36.33592590629638	8.459	14.243
661401628	Lamp5 Lsp1	1.380116	0.620687	44.97353845618775	10.93	22.257
661407806	Vip Ptprt Pkp2	1.295559	0.535229	41.31259170751776	9.826	18.477
661409627	Vip Ptprt Pkp2	1.462864	0.404885	27.677555808332148	10.629	20.162
661422439	Vip Ptprt Pkp2	1.662113	0.577706	34.75732396052495	10.506	19.821
661423720	Vip Ptprt Pkp2	1.409761	0.451079	31.996842017902328	8.393	13.288
661482333	Sst Calb2 Pdlim5	1.088923	0.59761	54.880831794350925	11.25	23.218
661495648	Sst Hpse Cbln4	1.145764	0.443031	38.666863333112225	9.696	16.637
661500944	Sst Hpse Cbln4	0.956367	0.407023	42.55928947778416	8.989	16.272
661542876	Vip Ptprt Pkp2	1.115624	0.631706	56.62355775781087	10.304	20.154
663193112	Pvalb Gpr149 Islr	1.097425	0.437078	39.82759641888967	9.554	15.923
665104716	Sst Calb2 Pdlim5	1.359346	0.940857	69.21394552968854	10.167	18.748
665276770	Sst Rxfp1 Prdm8	1.313751	0.572116	43.54828274155453	10.96	21.728
665286365	Vip Crispld2 Kcne4	1.257364	0.671712	53.42223890615605	9.127	17.294
665468858	Sst Rxfp1 Eya1	1.330259	0.603598	45.37447218925036	8.926	16.072
665478543	Sst Calb2 Pdlim5	1.159359	0.702583	60.60098726968954	9.221	16.554
665502576	Sst Rxfp1 Eya1	1.313469	0.602396	45.86297811368217	11.135	21.805
665602299	Sst Hpse Cbln4	1.413325	0.64551	45.67314665770436	10.105	17.487
666141992	Pvalb Tpbg	1.355204	0.642795	47.43160439313933	9.516	17.937
666218416	Pvalb Tpbg	1.220026	0.585397	47.98233808131957	10.496	21.388
666219578	Pvalb Reln Itm2a	1.44366	0.655738	45.42191374700415	10.898	22.264
667163821	Sst Esm1	1.517948	0.60075	39.576454529404174	8.784	15.574
667457951	Sst Calb2 Pdlim5	1.626148	0.784035	48.21424618177436	10.405	20.439
667473755	Pvalb Tpbg	1.642998	0.812741	49.46695005106519	10.578	20.458
667473785	Sst Mme Fam114a1	1.60671	0.67982	42.311306956451375	9.806	18.352
