Chromosome	Strand	Position	H11	H12	H16	H2	H20	H22	H26	H30	H31	H32	H33	H35	H38	H39	H42	H46	H48	H52	H53	H57	H6	H60	H9	Som105	Som109	Som11	Som115	Som116	Som124	Som126	Som127	Som128	Som131	Som134	Som137	Som138	Som14	Som17	Som43	Som45	Som47	Som48	Som5	Som6	Som7	Som9
11	+	32296480	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	+	32296481	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
11	+	32296482	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
11	+	32296483	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
11	+	32296484	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
11	+	32296485	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
11	+	32296486	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
11	+	32296487	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
11	+	32296488	0	0	0	0	0	14	0	4629	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	320	0	0	0	0	0	0	0	0	0	0
11	+	32296489	0	0	0	0	0	15	0	4734	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	322	0	0	0	0	0	0	0	0	0	0
11	+	32296490	0	0	0	0	0	15	0	4822	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	323	0	0	0	0	0	0	0	0	0	0
11	+	32296491	0	0	0	19	0	15	0	30528	0	0	29	0	0	249	1	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	1	238	870	0	0	0	0	0	0	0	56	54	0
11	+	32296492	0	0	0	20	0	15	0	30897	0	0	29	0	0	262	1	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	1	241	870	0	0	0	0	0	0	0	56	55	0
11	+	32296493	0	0	0	20	0	15	0	30990	0	0	29	0	0	264	1	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	1	244	872	0	0	0	0	0	0	0	56	55	0
11	+	32296494	0	0	0	20	0	19	0	33022	0	0	31	0	0	269	1	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	1	272	1035	0	0	0	0	0	0	0	56	56	0
11	+	32296495	0	0	0	20	0	19	0	33415	0	0	33	0	0	273	1	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	1	273	1053	0	0	0	0	0	0	0	56	58	0
11	+	32296496	0	0	0	21	0	20	0	33599	0	0	34	0	0	274	1	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	1	274	1056	0	0	0	0	0	0	0	56	59	0
11	+	32296497	0	0	0	21	0	20	0	33811	0	0	34	0	0	274	1	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	1	275	1063	0	0	0	0	0	0	0	72	59	0
11	+	32296498	0	0	0	21	0	20	0	33871	0	0	34	0	0	274	1	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	1	276	1063	0	0	0	0	0	0	0	73	59	0
11	+	32296499	0	0	0	25	0	22	0	37757	0	0	38	0	0	320	1	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	1	309	1163	0	0	0	0	0	0	0	82	68	0
11	+	32296500	0	0	0	25	0	22	0	38158	0	0	38	0	0	323	1	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	1	311	1173	0	0	0	0	0	0	0	82	69	0
11	+	32296501	0	0	0	25	0	22	0	38585	0	0	38	0	0	325	1	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	1	312	1182	0	0	0	0	0	0	0	82	69	0
11	+	32296502	0	0	0	25	0	22	0	38629	0	0	38	0	0	325	1	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	1	312	1182	0	0	0	0	0	0	0	82	72	0
11	+	32296503	0	0	0	27	0	22	0	39986	0	0	38	0	0	341	1	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	1	323	1228	0	0	0	0	0	0	0	108	78	0
11	+	32296504	0	0	0	27	0	22	0	40077	0	0	38	0	0	343	1	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	1	324	1233	0	0	0	0	0	0	0	109	78	0
11	+	32296505	0	0	0	28	0	22	0	40670	0	0	38	0	0	350	1	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	1	329	1255	0	0	0	0	0	0	0	112	80	0
11	+	32296506	0	0	0	28	0	22	0	40788	0	0	38	0	0	350	1	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	1	329	1255	0	0	0	0	0	0	0	112	80	0
11	+	32296507	0	0	0	28	0	22	0	40807	0	0	38	0	0	350	1	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	1	329	1255	0	0	0	0	0	0	0	112	80	0
11	+	32296508	0	0	0	28	0	22	0	40851	0	0	38	0	0	351	1	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	1	329	1257	0	0	0	0	0	0	0	112	80	0
11	+	32296509	0	0	0	29	0	22	0	42397	0	0	40	0	0	366	1	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	1	336	1286	0	0	0	0	0	0	0	121	83	0
11	+	32296510	0	0	0	31	0	22	0	43195	0	0	42	0	0	371	1	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	1	340	1305	0	0	0	0	0	0	0	121	83	0
11	+	32296511	0	0	0	34	0	23	0	46790	0	0	45	0	0	404	1	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	1	360	1397	0	0	0	0	0	0	0	131	89	0
11	+	32296512	0	0	0	34	0	23	0	46821	0	0	45	0	0	404	1	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	1	360	1397	0	0	0	0	0	0	0	131	89	0
11	+	32296513	0	0	0	35	0	23	0	47856	0	0	45	0	0	413	1	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	1	367	1427	0	0	0	0	0	0	0	135	90	0
11	+	32296514	0	0	0	35	0	23	0	47988	0	0	45	0	0	414	1	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	1	367	1428	0	0	0	0	0	0	0	136	90	0
11	+	32296515	0	0	0	37	0	24	0	50276	0	0	45	0	0	436	1	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	1	388	1480	0	0	0	0	0	0	0	144	92	0
11	+	32296516	0	0	0	37	0	24	0	50890	0	0	45	0	0	441	1	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	1	393	1495	0	0	0	0	0	0	0	144	93	0
11	+	32296517	0	0	0	37	0	24	0	50976	0	0	45	0	0	441	1	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	1	393	1495	0	0	0	0	0	0	0	144	93	0
11	+	32296518	0	0	0	37	0	24	0	51061	0	0	45	0	0	441	1	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	1	393	1496	0	0	0	0	0	0	0	145	93	0
11	+	32296519	0	0	0	37	0	24	0	51597	0	0	45	0	0	443	1	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	1	399	1513	0	0	0	0	0	0	0	145	93	0
11	+	32296520	0	0	0	41	0	24	0	53422	0	0	46	0	0	474	1	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	1	418	1541	0	0	0	0	0	0	0	151	95	0
11	+	32296521	0	0	0	43	0	24	0	53782	0	0	46	0	0	479	1	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	1	421	1554	0	0	0	0	0	0	0	152	95	0
11	+	32296522	0	0	0	43	0	24	0	54421	0	0	46	0	0	486	1	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	1	425	1569	0	0	0	0	0	0	0	153	97	0
11	+	32296523	0	0	0	45	0	25	0	56142	0	0	51	0	0	500	1	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	1	443	1610	0	0	0	0	0	0	0	158	102	0
11	+	32296524	0	0	0	45	0	25	0	56204	0	0	51	0	0	500	1	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	1	444	1611	0	0	0	0	0	0	0	158	102	0
11	+	32296525	0	0	0	48	0	26	0	57234	0	0	51	0	0	515	1	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	1	449	1630	0	0	0	0	0	0	0	160	104	0
11	+	32296526	0	0	0	48	0	26	0	57370	0	0	52	0	0	516	1	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	1	450	1636	0	0	0	0	0	0	0	160	104	0
11	+	32296527	0	0	0	48	0	26	0	57637	0	0	52	0	0	518	1	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	1	451	1640	0	0	0	0	0	0	0	161	106	0
11	+	32296528	0	0	0	50	0	26	0	58910	0	0	56	0	0	520	1	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	1	460	1656	0	0	0	0	0	0	0	166	106	0
11	+	32296529	0	0	0	50	0	26	0	58958	0	0	56	0	0	519	1	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	1	463	1658	0	0	0	0	0	0	0	166	107	0
11	+	32296530	0	0	0	50	0	26	0	60032	0	0	56	0	0	525	1	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	1	470	1685	0	0	0	0	0	0	0	167	112	0
11	+	32296531	0	0	0	50	0	26	0	60157	0	0	56	0	0	525	1	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	1	472	1688	0	0	0	0	0	0	0	167	112	0
11	+	32296532	0	0	0	52	0	27	0	62777	0	0	59	0	0	556	1	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	1	489	1744	0	0	0	0	0	0	0	176	115	0
11	+	32296533	0	0	0	60	0	27	0	69638	0	0	64	0	0	602	1	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	539	1879	0	0	0	0	0	0	0	200	129	0
11	+	32296534	0	0	0	60	0	27	0	69678	0	0	64	0	0	602	1	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	539	1880	0	0	0	0	0	0	0	200	129	0
11	+	32296535	0	0	0	62	0	27	0	70712	0	0	65	0	0	630	1	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	546	1895	0	0	0	0	0	0	0	204	130	0
11	+	32296536	0	0	0	62	0	27	0	70836	0	0	65	0	0	630	1	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	546	1896	0	0	0	0	0	0	0	204	130	0
11	+	32296537	0	0	0	64	0	27	0	71850	0	0	66	0	0	638	1	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	559	1927	0	0	0	0	0	0	0	208	131	0
11	+	32296538	0	0	0	65	0	27	0	71933	0	0	66	0	0	639	1	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	559	1931	0	0	0	0	0	0	0	208	131	0
11	+	32296539	0	0	0	65	0	27	0	71988	0	0	66	0	0	639	1	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	559	1931	0	0	0	0	0	0	0	208	131	0
11	+	32296540	0	0	0	65	0	27	0	72123	0	0	66	0	0	642	1	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	561	1932	0	0	0	0	0	0	0	207	132	0
11	+	32296541	0	0	0	65	0	27	0	72138	0	0	66	0	0	642	1	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	561	1932	0	0	0	0	0	0	0	207	132	0
11	+	32296542	0	0	0	65	0	27	0	72464	0	0	67	0	0	650	1	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	563	1939	0	0	0	0	0	0	0	207	132	0
11	+	32296543	0	0	0	66	0	27	0	74362	0	0	67	0	0	676	1	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	573	1980	0	0	0	0	0	0	0	209	134	0
11	+	32296544	0	0	0	66	0	27	0	74487	0	0	67	0	0	676	1	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	575	1984	0	0	0	0	0	0	0	209	134	0
11	+	32296545	0	0	0	66	0	28	0	74702	0	0	67	0	0	679	1	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	578	1990	0	0	0	0	0	0	0	210	134	0
11	+	32296546	0	0	0	66	0	28	0	74687	0	0	67	0	0	679	1	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	578	1990	0	0	0	0	0	0	0	210	134	0
11	+	32296547	0	0	0	66	0	28	0	74739	0	0	67	0	0	681	1	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	578	1990	0	0	0	0	0	0	0	211	134	0
11	+	32296548	0	0	0	66	0	28	0	75233	0	0	65	0	0	684	1	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	590	1996	0	0	0	0	0	0	0	210	135	0
11	+	32296549	0	0	0	66	0	28	0	75602	0	0	65	0	0	688	1	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	591	2004	0	0	0	0	0	0	0	210	135	0
11	+	32296550	0	0	0	66	0	28	0	75761	0	0	65	0	0	693	1	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	591	2008	0	0	0	0	0	0	0	213	135	0
11	+	32296551	0	0	0	66	0	28	0	75850	0	0	65	0	0	693	1	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	592	2007	0	0	0	0	0	0	0	213	135	0
11	+	32296552	0	0	0	66	0	28	0	75871	0	0	65	0	0	693	1	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	592	2007	0	0	0	0	0	0	0	213	134	0
11	+	32296553	0	0	0	66	0	28	0	76559	0	0	65	0	0	696	1	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	597	2016	0	0	0	0	0	0	0	215	134	0
11	+	32296554	0	0	0	68	0	30	0	80997	0	0	65	0	0	767	1	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	634	2111	0	0	0	0	0	0	0	227	139	0
11	+	32296555	0	0	0	68	0	30	0	81127	0	0	65	0	0	767	1	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	634	2112	0	0	0	0	0	0	0	227	140	0
11	+	32296556	0	0	0	68	0	30	0	81232	0	0	65	0	0	769	1	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	634	2112	0	0	0	0	0	0	0	227	140	0
11	+	32296557	0	0	0	68	0	31	0	81349	0	0	65	0	0	769	1	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	634	2115	0	0	0	0	0	0	0	227	141	0
11	+	32296558	0	0	0	68	0	31	0	81406	0	0	65	0	0	769	1	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	634	2114	0	0	0	0	0	0	0	227	141	0
11	+	32296559	0	0	0	68	0	31	0	81824	0	0	65	0	0	770	1	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	641	2118	0	0	0	0	0	0	0	228	142	0
11	+	32296560	0	0	0	68	0	31	0	81873	0	0	65	0	0	771	1	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	641	2123	0	0	0	0	0	0	0	228	142	0
11	+	32296561	0	0	0	68	0	31	0	81913	0	0	65	0	0	771	1	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	642	2124	0	0	0	0	0	0	0	228	142	0
11	+	32296562	0	0	0	68	0	31	0	81966	0	0	65	0	0	770	1	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	644	2125	0	0	0	0	0	0	0	239	142	0
11	+	32296563	0	0	0	68	0	31	0	82016	0	0	65	0	0	771	1	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	643	2124	0	0	0	0	0	0	0	239	142	0
11	+	32296564	0	0	0	73	0	32	0	83636	0	0	66	0	0	791	1	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	653	2157	0	0	0	0	0	0	0	241	146	0
11	+	32296565	0	0	0	73	0	32	0	83736	0	0	66	0	0	791	1	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	653	2161	0	0	0	0	0	0	0	243	146	0
11	+	32296566	0	0	0	73	0	32	0	83848	0	0	66	0	0	794	1	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	667	2161	0	0	0	0	0	0	0	243	146	0
11	+	32296567	0	0	0	73	0	32	0	83937	0	0	66	0	0	795	1	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	668	2161	0	0	0	0	0	0	0	243	147	0
11	+	32296568	0	0	0	74	0	32	0	84180	0	0	65	0	0	795	1	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	670	2163	0	0	0	0	0	0	0	246	148	0
11	+	32296569	0	0	0	77	0	32	0	86011	0	0	65	0	0	806	1	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	682	2201	0	0	0	0	0	0	0	251	152	0
11	+	32296570	0	0	0	77	0	32	0	86189	0	0	65	0	0	807	1	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	682	2199	0	0	0	0	0	0	0	250	152	0
11	+	32296571	0	0	0	77	0	32	0	86278	0	0	65	0	0	811	1	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	682	2202	0	0	0	0	0	0	0	251	152	0
11	+	32296572	0	0	0	80	0	33	0	86752	0	0	64	0	0	815	1	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	687	2221	0	0	0	0	0	0	0	255	153	0
